,ox_state,tot_lig_charge,misc-dent-ax,misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_SH2-S-0-0_5,2,0,1.0,1.0,305.7032999999999,690.0138000000004,1303.0130000000008,1791.7099999999991,1994.0,5256.0,8346.0,10110.0,49.0,106.0,186.0,270.0,292.0,798.0,1346.0,1710.0,20.137200000000014,53.609600000000036,91.00280000000004,121.18100000000004,36.77,70.8435,90.6875,63.316,235.0,260.0,257.0,55.0,6.0,11.0,14.0,11.0,25.0,55.0,62.0,25.0,2.3831499999999997,4.797300000000001,5.2894,2.6603,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,9.245,14.448,16.34,7.5680000000000005,160.0,64.0,56.0,8.0,2.0,2.0,1.0,4.0,8.0,8.0,2.0,0.78665,0.9395,0.8322,0.2701,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,1.27,2.13,1.2399999999999998,17.0,9.0,7.0,0.0,0.0,1.0,0.61,0.31999999999999995,0.36,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,36.1974,54.717000000000006,86.925,676.0,1456.0,1612.0,1820.0,12.0,20.0,108.0,192.0,240.0,1.5625,5.837499999999999,10.550000000000002,14.250000000000005,-8.799999999999999,-7.939999999999998,-10.899999999999999,100.0,250.0,450.0,18.0,40.0,80.0,2.83,6.5600000000000005,13.600000000000005
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_cs-C-0-0_5,2,0,1.0,1.0,302.52579999999995,680.3580000000003,1285.6398000000006,1727.572,2028.0,4864.0,8272.0,10030.0,48.0,104.0,182.0,260.0,286.0,778.0,1302.0,1620.0,20.456300000000013,53.045800000000035,89.60400000000004,119.37500000000006,35.181250000000006,66.0705,85.8475,63.316,252.0,324.0,256.0,55.0,5.5,10.0,13.0,11.0,23.0,52.0,61.0,25.0,2.5426999999999995,4.8279000000000005,5.1525,2.6603,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,9.16805,12.061499999999999,16.34,7.5680000000000005,50.0,96.0,56.0,8.0,1.5,2.0,1.0,2.5,6.5,8.0,2.0,0.5629,0.9548000000000001,0.8322,0.2701,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,0.875,2.13,1.2399999999999998,-3.0,9.0,7.0,-1.0,0.0,1.0,-0.16500000000000004,0.31999999999999995,0.36,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,36.1425,51.3864,86.925,676.0,1196.0,1976.0,1820.0,11.0,20.0,102.0,186.0,240.0,1.5625,5.5249999999999995,10.900000000000002,14.250000000000005,-8.77,-7.9499999999999975,-10.899999999999999,110.0,210.0,450.0,19.0,35.0,80.0,3.08,5.030000000000001,13.600000000000005
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_water-O-0-0_5,2,0,1.0,1.0,310.88049999999987,700.7294000000003,1332.5970000000007,1835.569999999999,1802.0,4808.0,7706.0,9150.0,49.0,106.0,186.0,270.0,292.0,798.0,1346.0,1710.0,19.629700000000014,52.45540000000003,88.88580000000005,116.71500000000005,39.3586,74.6275,90.6875,63.316,139.0,244.0,257.0,55.0,6.0,11.0,14.0,11.0,25.0,55.0,62.0,25.0,2.1293999999999995,4.582700000000001,5.2894,2.6603,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,11.833599999999999,16.34,16.34,7.5680000000000005,64.0,56.0,56.0,8.0,2.0,2.0,1.0,4.0,8.0,8.0,2.0,0.5328999999999999,0.8322,0.8322,0.2701,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,2.13,2.13,1.2399999999999998,9.0,9.0,7.0,0.0,0.0,1.0,0.31999999999999995,0.31999999999999995,0.36,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,37.7712,54.717000000000006,86.925,676.0,1248.0,1612.0,1820.0,12.0,20.0,108.0,192.0,240.0,1.5625,5.475,10.550000000000002,14.250000000000005,-9.659999999999998,-7.939999999999998,-10.899999999999999,108.0,250.0,450.0,18.0,40.0,80.0,3.12,6.5600000000000005,13.600000000000005
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_imidazole-N-2-0_imidazole-N-2-0_5,2,0,1.0,1.0,346.86469999999986,792.6604000000004,1474.3544000000006,1981.1107999999992,1944.0,5132.0,8582.0,10648.0,55.0,120.0,210.0,300.0,330.0,900.0,1530.0,1980.0,22.273500000000016,59.530400000000036,101.21140000000003,134.12120000000002,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,36.3072,55.998,106.10339999999998,676.0,1196.0,1872.0,2236.0,12.0,24.0,108.0,216.0,288.0,1.5625,5.5249999999999995,11.550000000000002,17.050000000000004,-8.86,-8.639999999999997,-14.060000000000002,110.0,240.0,538.0,18.0,36.0,96.0,3.08,5.760000000000002,16.360000000000007
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_misc-C-4-0_furan-O-0-0_misc-C-4-0_5,2,0,1.0,1.0,305.6964999999999,674.2956000000004,1243.4030000000005,1559.0595999999994,1772.0,4520.0,7120.0,8568.0,49.0,104.0,182.0,236.0,286.0,744.0,1168.0,1456.0,19.688900000000015,51.52880000000003,84.28860000000002,108.37480000000001,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7094,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,34.5138,48.4584,78.873,676.0,1144.0,1612.0,1768.0,10.0,18.0,96.0,168.0,240.0,1.5625,5.575,9.575000000000001,13.325000000000005,-7.879999999999999,-8.179999999999998,-10.16,112.0,198.0,400.0,20.0,32.0,68.0,3.04,4.84,11.840000000000003
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_ome2-O-0-0_furan-O-0-0_ome2-O-0-0_5,2,0,1.0,1.0,339.9204999999998,756.2904000000003,1477.5860000000014,1929.5119999999997,1808.0,4848.0,8072.0,9880.0,55.0,116.0,210.0,288.0,326.0,864.0,1462.0,2040.0,20.451100000000018,54.624400000000044,92.44659999999996,129.472,53.87860000000001,102.40799999999999,161.901,67.32000000000001,142.0,264.0,180.0,72.0,9.0,16.0,26.0,12.0,42.0,80.0,68.0,48.0,2.5400999999999994,5.667200000000002,6.069799999999999,3.4187999999999996,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,11.833599999999999,17.543999999999997,45.408,0.0,64.0,96.0,48.0,0.0,2.0,6.0,0.0,4.0,16.0,12.0,0.0,0.5328999999999999,1.1242,1.6206,0.0,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,1.7800000000000002,7.4399999999999995,0.0,4.0,42.0,0.0,-4.0,6.0,0.0,-0.08000000000000007,2.1599999999999997,0.0,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,3.3489000000000004,37.7712,55.998,117.85199999999998,676.0,1248.0,1872.0,1768.0,12.0,28.0,108.0,240.0,264.0,1.5625,5.475,11.550000000000002,16.950000000000003,-9.659999999999998,-8.639999999999997,-13.160000000000007,108.0,240.0,660.0,18.0,32.0,124.0,3.12,5.760000000000002,21.44
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,2,0,1.0,1.0,336.59549999999973,739.7154000000003,1467.7920000000015,1883.742,1738.0,4656.0,7740.0,9426.0,55.0,114.0,210.0,282.0,324.0,846.0,1428.0,2070.0,19.53910000000002,52.206600000000044,88.21139999999991,127.42019999999998,53.87860000000001,102.40799999999999,161.901,67.32000000000001,142.0,264.0,180.0,72.0,9.0,16.0,26.0,12.0,42.0,80.0,68.0,48.0,2.5400999999999994,5.667200000000002,6.069799999999999,3.4187999999999996,56.37235000000001,114.83924999999999,169.24650000000003,111.804,194.5,408.0,429.0,100.5,9.0,17.5,26.0,19.5,43.5,96.5,108.5,49.5,3.224099999999999,7.480550000000001,9.2462,4.84515,11.833599999999999,17.543999999999997,45.408,0.0,64.0,96.0,48.0,0.0,2.0,6.0,0.0,4.0,16.0,12.0,0.0,0.5328999999999999,1.1242,1.6206,0.0,11.833599999999999,17.543999999999997,35.861999999999995,11.352,64.0,96.0,96.0,12.0,2.0,4.5,1.5,4.0,13.0,15.0,3.0,0.5328999999999999,1.1242,1.6534499999999999,0.40515,1.7800000000000002,7.4399999999999995,0.0,4.0,42.0,0.0,-4.0,6.0,0.0,-0.08000000000000007,2.1599999999999997,0.0,1.7800000000000002,5.055,1.8599999999999997,4.0,24.0,10.5,-2.5,1.5,1.5,-0.08000000000000007,1.0199999999999998,0.54,3.3489000000000004,37.7712,55.998,124.62299999999996,676.0,1248.0,1872.0,1560.0,12.0,30.0,108.0,252.0,252.0,1.5625,5.475,11.550000000000002,16.875000000000007,-9.659999999999998,-8.639999999999997,-13.200000000000014,108.0,240.0,720.0,18.0,30.0,138.0,3.12,5.760000000000002,23.999999999999996
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_5,2,0,1.0,1.0,239.50050000000002,523.3074000000001,1003.4430000000002,1464.6059999999998,1510.0,3960.0,5646.0,5874.0,37.0,78.0,138.0,210.0,216.0,594.0,978.0,1170.0,14.33890000000001,38.44620000000001,64.82339999999999,82.9938,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,48.28110000000001,96.80525,131.19125,94.974,175.5,350.0,384.5,82.5,7.5,14.5,20.0,16.5,34.5,78.5,92.0,37.5,2.790749999999999,6.333850000000001,7.7972,3.99045,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,11.833599999999999,16.941999999999997,24.509999999999998,11.352,64.0,76.0,84.0,12.0,2.0,3.0,1.5,4.0,10.0,12.0,3.0,0.5328999999999999,0.9782000000000001,1.2483,0.40515,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,1.955,3.195,1.8599999999999997,6.5,13.5,10.5,-1.0,0.0,1.5,0.11999999999999994,0.4799999999999999,0.54,3.3489000000000004,37.7712,52.15500000000001,52.15500000000001,676.0,1248.0,1092.0,1092.0,12.0,12.0,108.0,144.0,144.0,1.5625,5.475,8.55,8.550000000000002,-9.659999999999998,-6.539999999999999,-6.539999999999999,108.0,270.0,270.0,18.0,48.0,48.0,3.12,8.160000000000002,8.16
fe_2_furan-O-0-0_furan-O-0-0_phosphine-P-0-0_phosphine-P-0-0_furan-O-0-0_phosphine-P-0-0_5,2,0,1.0,1.0,232.90800000000002,505.4904000000001,966.0540000000003,1477.8959999999995,1996.0,5226.0,7788.0,7878.0,40.0,84.0,156.0,240.0,240.0,666.0,1122.0,1404.0,16.521700000000013,44.739600000000024,77.12160000000003,104.64000000000004,38.25985000000001,73.94550000000001,100.3675,63.316,220.0,273.0,259.0,55.0,6.5,12.0,16.0,11.0,28.0,60.0,64.0,25.0,2.4931999999999994,5.2191,5.5632,2.6603,38.25985000000001,73.94550000000001,100.3675,63.316,220.0,273.0,259.0,55.0,6.5,12.0,16.0,11.0,28.0,60.0,64.0,25.0,2.4931999999999994,5.219100000000001,5.5632,2.6603,8.31485,15.998999999999999,16.34,7.5680000000000005,144.5,70.5,56.0,8.0,2.5,2.0,1.0,6.5,10.5,8.0,2.0,0.82825,1.1504,0.8322,0.2701,8.31485,15.998999999999999,16.34,7.5680000000000005,144.5,70.5,56.0,8.0,2.5,2.0,1.0,6.5,10.5,8.0,2.0,0.82825,1.1504,0.8322,0.2701,0.8749999999999998,2.13,1.2399999999999998,23.0,9.0,7.0,2.0,0.0,1.0,0.9950000000000001,0.31999999999999995,0.36,0.8749999999999998,2.13,1.2399999999999998,23.0,9.0,7.0,2.0,0.0,1.0,0.9950000000000001,0.31999999999999995,0.36,3.3489000000000004,30.908700000000003,64.23300000000002,52.15500000000001,676.0,1794.0,1170.0,1092.0,15.0,12.0,126.0,162.0,144.0,1.5625,6.7125,9.937500000000004,8.55,-5.909999999999998,-7.6499999999999995,-6.539999999999999,87.0,345.0,270.0,15.0,63.0,48.0,2.13,10.800000000000002,8.160000000000002
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_acetonitrile-N-1-0_imidazole-N-2-0_acetonitrile-N-1-0_5,2,0,1.0,1.0,306.28489999999994,679.3244000000002,1222.5267999999996,1521.4476000000006,1764.0,4400.0,6898.0,8460.0,49.0,104.0,182.0,236.0,286.0,744.0,1168.0,1456.0,19.685700000000015,51.63120000000003,84.7198,108.8716000000001,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,3.3489000000000004,33.379200000000004,46.665,82.4598,676.0,1092.0,1560.0,1872.0,10.0,18.0,96.0,168.0,240.0,1.5625,5.625,9.625000000000002,13.225000000000005,-7.26,-7.1999999999999975,-12.120000000000001,114.0,200.0,396.0,20.0,32.0,68.0,3.0,4.800000000000001,11.920000000000002
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_cyanide-C-0-d1_imidazole-N-2-0_cyanide-C-0-d1_5,2,-2,1.0,1.0,264.2399000000001,582.4076000000001,1040.3938,1406.3752,1686.0,4080.0,6612.0,7672.0,41.0,88.0,154.0,220.0,242.0,656.0,1076.0,1280.0,17.67850000000001,45.94080000000002,77.54899999999999,101.94440000000003,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,6.5024999999999995,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,-0.4900000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,3.3489000000000004,31.5858,48.4584,73.1268,676.0,1040.0,1612.0,1560.0,10.0,16.0,96.0,156.0,192.0,1.5625,5.675000000000001,9.575000000000001,11.300000000000002,-6.279999999999999,-8.179999999999998,-10.68,116.0,198.0,356.0,20.0,34.0,64.0,2.96,4.84,10.960000000000003
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_carboxyl-O-1-d1_carboxyl-O-1-d1_5,2,-2,1.0,1.0,302.7711,658.3624000000001,1160.5331999999994,1514.6984,1846.0,4536.0,7068.0,8832.0,45.0,96.0,162.0,228.0,258.0,688.0,1124.0,1392.0,18.958900000000018,49.008000000000024,80.32019999999996,105.86760000000002,35.0097,50.22399999999999,34.8872,15.136000000000001,165.0,208.0,140.0,16.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.7955999999999999,2.7886000000000006,1.6355999999999997,0.5402,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,11.833599999999999,8.771999999999998,11.833599999999999,7.5680000000000005,64.0,48.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5328999999999999,0.5621,0.5328999999999999,0.2701,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,0.8900000000000001,0.0,1.2399999999999998,2.0,0.0,7.0,-1.0,-1.0,0.0,-0.040000000000000036,0.0,0.36,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,3.3489000000000004,34.8432,46.665,85.7172,676.0,1144.0,1560.0,1976.0,10.0,18.0,96.0,168.0,216.0,1.5625,5.575,9.625000000000002,13.125000000000004,-8.059999999999999,-7.1999999999999975,-13.900000000000002,112.0,200.0,392.0,20.0,32.0,72.0,3.04,4.800000000000001,12.000000000000002
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_misc-C-4-0_5,2,0,1.0,1.0,326.8689999999999,739.9180000000002,1318.4073999999998,1694.7759999999996,1850.0,4626.0,7574.0,9358.0,52.0,112.0,196.0,268.0,308.0,822.0,1348.0,1710.0,20.978000000000016,55.67040000000003,93.35119999999996,122.24440000000006,47.05865000000001,93.3625,128.02910000000003,79.46400000000001,167.0,331.0,317.0,72.0,7.5,14.0,20.0,14.0,34.0,73.0,74.0,28.0,2.8051499999999994,6.0448,6.989,3.5223999999999993,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,7.87205,11.628,18.43605,15.103000000000002,42.5,63.0,70.5,16.0,1.5,2.5,2.5,2.5,7.0,10.0,3.5,0.5777,0.86625,1.1439499999999998,0.70485,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,0.2450000000000001,1.085,1.3649999999999993,0.5,6.5,13.5,-1.5,-1.5,1.0,-0.010000000000000009,0.37,0.9800000000000001,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,3.3489000000000004,32.4825,52.228199999999994,96.07499999999999,676.0,1066.0,1742.0,2106.0,11.0,21.0,102.0,192.0,264.0,1.5625,5.65,10.562500000000002,15.087500000000004,-6.77,-8.409999999999997,-14.070000000000004,115.0,219.0,465.0,19.0,34.0,82.0,2.98,5.300000000000001,14.180000000000003
fe_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_chloride-Cl-0-d1_misc-C-4-0_chloride-Cl-0-d1_5,2,-2,1.0,1.0,170.38650000000004,319.1352000000001,600.1268,511.7224000000001,1750.0,3832.0,4578.0,4304.0,27.0,52.0,94.0,72.0,146.0,312.0,314.0,368.0,12.158700000000003,28.727600000000006,43.4606,40.2776,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7094,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,3.3489000000000004,30.231600000000004,22.2528,18.666,676.0,1508.0,728.0,624.0,4.0,4.0,60.0,48.0,96.0,1.5625,6.325,3.75,3.85,-5.539999999999999,-4.84,-2.879999999999999,98.0,76.0,80.0,26.0,16.0,8.0,2.4399999999999995,2.0,1.92
