,ox_state,tot_lig_charge,misc-dent-ax,misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
Mn_LEZMEK_comp_1_111111,1,0,1.0,1.0,167.7106,291.12600000000015,524.3196000000003,647.6687999999997,1297.0,2814.0,3744.0,3762.0,25.0,48.0,84.0,84.0,132.0,300.0,330.0,360.0,11.786500000000006,28.200000000000014,40.89480000000002,45.61920000000004,27.55135,39.8565,39.102000000000004,20.064000000000004,112.0,144.0,63.0,21.0,4.0,6.0,7.0,3.0,13.0,23.0,13.0,3.0,1.6423999999999999,2.5872,1.8429000000000002,0.8324999999999998,27.55135,39.8565,39.102000000000004,20.064000000000004,112.0,144.0,63.0,21.0,4.0,6.0,7.0,3.0,13.0,23.0,13.0,3.0,1.6423999999999999,2.5872,1.8429000000000002,0.8324999999999998,7.87205,8.261999999999999,3.876,10.032,42.5,45.0,21.0,10.5,1.0,0.5,1.5,1.0,1.5,2.0,1.5,0.5777,0.5698000000000001,0.28875,0.41624999999999995,7.87205,8.261999999999999,3.876,10.032,42.5,45.0,21.0,10.5,1.0,0.5,1.5,1.0,1.5,2.0,1.5,0.5777,0.5698000000000001,0.28875,0.41624999999999995,-0.19999999999999996,0.2450000000000001,1.2599999999999998,-0.5,0.5,9.0,-0.5,-1.5,0.0,0.010000000000000009,-0.010000000000000009,0.5700000000000001,-0.19999999999999996,0.2450000000000001,1.2599999999999998,-0.5,0.5,9.0,-0.5,-1.5,0.0,0.010000000000000009,-0.010000000000000009,0.5700000000000001,2.4025000000000003,25.993500000000004,27.8535,11.857499999999998,625.0,975.0,1050.0,450.0,6.0,3.0,72.0,54.0,72.0,1.9320999999999997,6.3384,6.254999999999999,3.2109,-7.47,-8.67,-2.999999999999999,111.0,108.0,57.0,24.0,27.0,6.0,3.7799999999999994,3.84,1.8599999999999997
Fe_AQIYOO_comp_1_3111,2,-3,1.0,3.0,140.4644,275.3214000000001,555.9475999999999,766.9995999999995,1881.0,4716.0,7124.0,5272.0,22.0,46.0,94.0,122.0,140.0,376.0,592.0,570.0,11.557500000000006,30.041600000000003,56.32300000000001,61.12440000000001,17.472099999999998,16.863999999999997,0.0,0.0,95.0,92.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1356666666666666,1.1344666666666667,0.0,0.0,84.6992,168.40200000000002,284.933,265.7716,920.0,1008.0,1200.0,1488.0,15.0,28.0,50.0,48.0,78.0,176.0,176.0,144.0,6.587999999999999,13.213200000000002,19.160999999999998,17.041199999999996,6.5025,8.431999999999999,0.0,0.0,36.0,46.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5672333333333334,0.0,0.0,6.6564000000000005,8.772,23.908,24.011200000000002,256.0,128.0,170.66666666666666,384.0,1.3333333333333333,4.0,4.0,2.0,8.0,12.0,6.666666666666667,1.0404,1.0472,2.0536,2.3935999999999997,-0.7566666666666668,0.0,0.0,-1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.03333333333333336,0.0,0.0,0.040000000000000334,1.0533333333333335,1.013333333333333,13.333333333333334,53.333333333333336,40.0,-3.3333333333333335,-2.0,1.3333333333333333,0.3333333333333333,2.066666666666667,1.7333333333333334,3.3489000000000004,28.1637,36.8196,32.208000000000006,676.0,1716.0,1222.0,208.0,7.0,8.0,78.0,114.0,48.0,1.5625,6.7125,6.612500000000001,3.6999999999999997,-4.409999999999999,-7.309999999999999,-2.960000000000001,90.0,135.0,200.0,23.0,23.0,40.0,2.13,3.46,7.04
Co_AFULAO_comp_0_411,3,-2,1.0,4.0,254.45040000000012,560.3402000000002,1160.7511999999997,1991.8168000000005,1529.0,3800.0,6006.0,6620.0,41.0,86.0,182.0,320.0,268.0,792.0,1404.0,1792.0,14.967600000000015,41.14580000000003,77.16739999999994,114.02479999999997,27.724800000000002,36.9664,18.4832,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,195.46640000000008,417.82500000000016,716.5160000000003,910.7912000000001,506.0,1140.0,1316.0,1250.0,34.0,66.0,120.0,162.0,186.0,468.0,588.0,578.0,10.00500000000001,25.305800000000005,37.02560000000001,40.68020000000001,9.2416,9.2416,9.2416,0.0,49.0,49.0,49.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,9.2416,21.66,31.692000000000004,32.436800000000005,49.0,73.5,84.0,87.5,3.0,4.5,4.5,9.0,22.5,27.0,25.5,0.5625,1.2825,1.69875,1.6912499999999997,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.995,3.255,3.01,10.5,19.5,19.0,1.5,4.5,5.0,0.54,1.1099999999999999,1.12,3.5343999999999998,34.291199999999996,65.0104,70.6504,729.0,1134.0,1512.0,1026.0,14.0,16.0,120.0,204.0,132.0,1.5876000000000001,5.670000000000001,10.508400000000002,9.424800000000001,-6.960000000000001,-8.260000000000002,-7.5000000000000036,120.0,322.0,394.0,16.0,50.0,74.0,3.0599999999999996,9.299999999999999,12.680000000000001
Co_ENGCOA_comp_0_222,3,-2,2.0,2.0,204.29020000000003,439.5653999999999,969.0864000000004,1543.4432000000004,1413.0,3520.0,5284.0,4544.0,31.0,66.0,142.0,232.0,208.0,612.0,1056.0,1128.0,11.717000000000011,32.91180000000001,62.672999999999995,79.3412,70.20820000000002,142.39700000000005,212.99200000000002,233.02720000000002,178.0,344.0,328.0,226.0,12.0,22.0,36.0,42.0,58.0,136.0,144.0,98.0,3.4059999999999984,7.995,10.183600000000002,8.9098,65.27380000000001,112.78899999999999,165.25119999999998,163.53440000000003,253.0,400.0,484.0,320.0,9.0,16.0,24.0,24.0,40.0,88.0,80.0,40.0,3.361699999999999,6.8388,8.405999999999999,6.5855999999999995,9.2416,21.128,21.128,22.617600000000003,49.0,56.0,56.0,63.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,0.5625,1.1324999999999998,1.1324999999999998,1.1175,10.5376,14.95,20.866799999999998,23.2544,56.5,52.0,84.0,92.0,2.0,2.5,2.5,5.0,10.5,10.0,5.5,0.5477,0.8472999999999999,1.11375,1.0913499999999998,2.17,2.17,1.6799999999999997,13.0,13.0,12.0,3.0,3.0,4.0,0.74,0.74,0.76,1.53,1.53,1.0399999999999998,7.5,7.5,6.5,0.5,0.5,1.0,0.35,0.35,0.37,3.5343999999999998,35.795199999999994,61.85200000000002,46.022400000000005,729.0,1188.0,1188.0,648.0,14.0,10.0,120.0,180.0,60.0,1.5876000000000001,5.619600000000001,9.5508,5.5691999999999995,-7.760000000000001,-6.580000000000002,-5.680000000000002,118.0,334.0,246.0,16.0,54.0,50.0,3.0999999999999996,10.06,8.18
Co_CAASPC_comp_3_33,3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe_DETTUR_comp_0_33,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co_GASCEI_comp_0_33,3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co_CEWTUT_comp_0_42,3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mn_FARTOH_comp_0_3111,3,-3,1.0,3.0,224.91670000000008,474.25020000000006,981.4506000000006,1632.9180000000006,1444.0,3594.0,5880.0,6210.0,34.0,72.0,150.0,258.0,222.0,660.0,1212.0,1416.0,14.293000000000012,38.25000000000002,71.48099999999997,102.1205999999999,27.724800000000002,36.9664,18.4832,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,139.33980000000003,306.80700000000013,552.5909999999999,728.2715999999999,378.0,906.0,1116.0,1158.0,24.0,48.0,90.0,126.0,138.0,354.0,468.0,510.0,7.298399999999998,18.990000000000002,29.04660000000001,33.97739999999999,9.2416,9.2416,9.2416,0.0,49.0,49.0,49.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,9.2416,22.191999999999997,42.25600000000001,45.2352,49.0,91.0,112.0,126.0,3.0,6.0,6.0,9.0,27.0,36.0,30.0,0.5625,1.4325,2.2649999999999997,2.2349999999999994,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.8200000000000003,4.34,3.3599999999999994,8.0,26.0,24.0,0.0,6.0,8.0,0.34,1.4799999999999998,1.5200000000000002,2.4025000000000003,28.272000000000002,48.08100000000001,55.056000000000026,625.0,1050.0,1500.0,825.0,12.0,15.0,108.0,198.0,90.0,1.9320999999999997,6.255000000000001,11.092199999999998,9.299100000000005,-8.94,-12.42,-12.270000000000003,108.0,240.0,342.0,18.0,39.0,75.0,3.839999999999999,8.7,14.159999999999997
Fe_NAXPAD_comp_0_33,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co_ZEZJAP_comp_0_222,3,-2,1.0,2.0,224.87430000000006,467.2843999999999,955.6986000000004,1630.6311999999994,1499.0,3574.0,5350.0,5494.0,34.0,70.0,144.0,252.0,214.0,630.0,1108.0,1278.0,13.009300000000012,34.65620000000001,63.67099999999999,90.00000000000006,40.461749999999995,56.20199999999999,53.507299999999994,23.153999999999996,207.0,282.0,227.0,102.0,4.5,7.0,6.0,3.0,13.0,22.0,14.0,7.0,2.3048499999999996,3.688300000000001,2.7683999999999997,1.4091,70.20820000000002,142.39700000000005,212.99200000000002,233.02720000000002,178.0,344.0,328.0,226.0,12.0,22.0,36.0,42.0,58.0,136.0,144.0,98.0,3.4059999999999984,7.995,10.183600000000002,8.9098,10.5376,12.137999999999998,19.7184,0.0,56.5,66.0,91.5,0.0,1.5,2.0,0.0,2.5,6.0,3.5,0.0,0.5477,0.85855,0.9527,0.0,9.2416,21.128,21.128,22.617600000000003,49.0,56.0,56.0,63.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,0.5625,1.1324999999999998,1.1324999999999998,1.1175,0.9350000000000003,0.020000000000000018,0.0,2.0,2.0,0.0,-1.0,1.5,0.0,-0.040000000000000036,0.21000000000000002,0.0,2.17,2.17,1.6799999999999997,13.0,13.0,12.0,3.0,3.0,4.0,0.74,0.74,0.76,3.5343999999999998,35.0432,66.64600000000002,56.62560000000001,729.0,1161.0,1350.0,891.0,15.0,12.0,126.0,186.0,72.0,1.5876000000000001,5.6448,10.521000000000003,6.955199999999998,-7.360000000000001,-7.250000000000002,-7.560000000000002,119.0,355.0,291.0,15.0,59.0,60.0,3.08,10.55,9.6
Fe_SELFAQ_comp_1_111111,2,0,1.0,1.0,126.85350000000001,229.27799999999993,329.15340000000003,513.4319999999999,1192.0,2460.0,3336.0,2832.0,19.0,36.0,54.0,72.0,90.0,216.0,288.0,312.0,9.316300000000002,21.81,32.45580000000001,40.2,20.5841,28.880000000000003,11.22,0.0,86.0,98.0,12.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.2923,1.71,0.5698,0.0,20.5841,28.880000000000003,11.22,0.0,86.0,98.0,12.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.2923,1.71,0.5698,0.0,6.5024999999999995,7.752,5.61,0.0,36.0,42.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5929,0.5775,0.2849,0.0,6.5024999999999995,7.752,5.61,0.0,36.0,42.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5929,0.5775,0.2849,0.0,-0.4900000000000002,0.34999999999999964,0.0,-1.0,5.0,0.0,-1.0,0.0,0.0,0.020000000000000018,0.4,0.0,-0.4900000000000002,0.34999999999999964,0.0,-1.0,5.0,0.0,-1.0,0.0,0.0,0.020000000000000018,0.4,0.0,3.3489000000000004,27.999,33.379200000000004,24.156000000000002,676.0,936.0,1092.0,156.0,6.0,6.0,72.0,72.0,36.0,1.5625,5.775,5.625,2.775,-4.3199999999999985,-7.26,-2.2200000000000006,120.0,114.0,150.0,24.0,24.0,30.0,2.88,3.0,5.28
Mn_MNACAC_comp_0_2211,2,-2,1.0,2.0,225.54910000000004,455.82400000000007,947.3299999999996,1174.7460000000005,1387.0,3592.0,4740.0,4776.0,35.0,72.0,134.0,164.0,206.0,516.0,722.0,904.0,13.522700000000004,36.2976,57.7222,68.63480000000003,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,90.05970000000002,165.64800000000005,257.03099999999995,271.946,315.0,564.0,708.0,560.0,14.0,26.0,42.0,40.0,68.0,150.0,154.0,128.0,4.988599999999998,10.980200000000004,14.2554,13.499999999999998,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,11.833599999999999,8.771999999999998,17.543999999999997,39.044000000000004,64.0,48.0,96.0,80.0,1.0,2.0,5.0,1.0,3.0,7.0,7.0,0.5328999999999999,0.5621,1.1242,1.6425,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.8900000000000001,1.7800000000000002,5.85,2.0,4.0,30.0,-2.0,-5.0,-2.0,-0.040000000000000036,-0.08000000000000007,1.4,2.4025000000000003,31.992,29.45,23.715,625.0,1200.0,700.0,900.0,8.0,6.0,84.0,96.0,132.0,1.9320999999999997,6.088199999999999,6.3384,6.421799999999999,-11.34,-6.6000000000000005,-5.999999999999999,102.0,172.0,114.0,22.0,32.0,14.0,3.96,6.559999999999999,3.7199999999999998
Fe_KAWTUX_comp_2_33,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe_VOBHUP_comp_0_2211,3,-2,1.0,2.0,275.4145,574.2708000000003,1170.1348000000014,1978.504000000002,2618.0,7576.0,13798.0,13920.0,51.0,104.0,222.0,352.0,326.0,920.0,1722.0,2448.0,19.512700000000024,55.74400000000004,113.41859999999994,172.84639999999973,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,126.04720000000005,259.5390000000002,434.94399999999996,497.9162000000004,682.0,1344.0,1348.0,1250.0,24.0,46.0,84.0,90.0,130.0,304.0,396.0,434.0,7.994999999999998,20.097,29.042400000000004,29.456800000000012,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,4.7961,16.7535,44.1285,14.432100000000002,225.0,270.0,210.0,255.0,3.0,9.0,3.0,9.0,36.0,36.0,15.0,1.1236000000000002,2.4486,3.9537999999999993,1.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0799999999999996,-0.4400000000000017,-0.020000000000000462,27.0,121.0,28.0,-3.0,15.0,4.0,0.8700000000000001,5.810000000000001,1.3800000000000001,3.3489000000000004,27.596400000000003,55.998,128.83199999999997,676.0,2444.0,1872.0,832.0,12.0,32.0,108.0,288.0,192.0,1.5625,7.775,11.550000000000002,14.800000000000008,-4.1,-8.639999999999997,-11.84000000000001,62.0,240.0,800.0,18.0,24.0,160.0,1.2799999999999998,5.760000000000002,28.159999999999993
Fe_WABHIR_comp_0_111111,2,-4,1.0,1.0,197.3849,338.63359999999994,761.0360000000001,858.4864000000002,1964.0,4672.0,5544.0,5696.0,23.0,44.0,82.0,112.0,126.0,320.0,448.0,504.0,11.133299999999998,27.18519999999999,42.37179999999999,47.449999999999996,53.99079999999999,71.0016,142.0032,0.0,512.0,1024.0,768.0,0.0,5.0,8.0,12.0,0.0,20.0,32.0,12.0,0.0,3.1719999999999997,5.9568,6.394799999999999,0.0,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,11.833599999999999,8.8752,35.5008,0.0,64.0,128.0,192.0,0.0,1.0,3.0,0.0,1.0,4.0,3.0,0.0,0.5328999999999999,0.7446,1.5986999999999998,0.0,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,0.8599999999999999,0.0,0.0,-8.0,0.0,0.0,-3.0,0.0,0.0,-0.29000000000000004,0.0,0.0,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489000000000004,37.7712,41.65080000000001,37.7712,676.0,1248.0,1040.0,1248.0,10.0,6.0,96.0,96.0,36.0,1.5625,5.475,6.250000000000001,5.475,-9.659999999999998,-4.460000000000001,-9.659999999999998,108.0,220.0,108.0,20.0,44.0,30.0,3.12,7.499999999999999,3.12
Mn_FAMBOL_comp_1_111111,2,0,1.0,1.0,192.49610000000004,368.2440000000001,692.9639999999998,793.0919999999999,1253.0,3032.0,3520.0,3432.0,31.0,60.0,106.0,112.0,166.0,384.0,446.0,520.0,12.181500000000005,30.76040000000001,44.54340000000002,49.11680000000002,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,2.4025000000000003,29.512,29.45,15.809999999999999,625.0,1100.0,700.0,600.0,8.0,4.0,84.0,72.0,96.0,1.9320999999999997,6.199400000000001,6.3384,4.2812,-9.74,-6.6000000000000005,-3.999999999999999,106.0,172.0,76.0,22.0,36.0,8.0,3.879999999999999,6.559999999999999,2.4799999999999995
Co_DAYKOD_comp_1_2211,3,-2,1.0,2.0,228.65200000000004,496.05880000000013,1088.1867999999997,1759.919999999999,1815.0,4420.0,6282.0,5848.0,39.0,80.0,174.0,280.0,254.0,728.0,1254.0,1440.0,13.826600000000019,37.84120000000003,72.98939999999999,101.01040000000005,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,102.57320000000003,213.28700000000006,349.54300000000006,464.49920000000014,254.0,536.0,742.0,674.0,18.0,34.0,60.0,78.0,94.0,232.0,318.0,314.0,5.1393999999999975,12.645800000000001,18.589199999999998,22.6454,9.985600000000002,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,9.2416,21.128,22.192,43.74560000000001,49.0,56.0,91.0,119.0,3.0,3.0,6.0,9.0,18.0,27.0,33.0,0.5625,1.1324999999999998,1.4324999999999999,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.8200000000000003,3.8499999999999996,13.0,8.0,25.0,3.0,0.0,7.0,0.74,0.33999999999999997,1.4999999999999998,3.5343999999999998,34.7424,52.26400000000001,35.72,729.0,1674.0,864.0,756.0,12.0,8.0,108.0,144.0,120.0,1.5876000000000001,6.274800000000001,7.6103999999999985,5.7456,-7.200000000000001,-5.240000000000002,-3.960000000000001,100.0,292.0,188.0,18.0,48.0,28.0,2.58,9.08,5.52
Mn_QETLAC_comp_0_2211,2,0,1.0,2.0,197.40530000000004,443.69280000000003,843.7295999999999,1207.1556000000003,1813.0,4720.0,7082.0,5716.0,29.0,64.0,122.0,176.0,186.0,524.0,878.0,904.0,13.593100000000003,37.41200000000001,67.4248,75.6876,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,75.98780000000001,163.4884,231.1402,200.29719999999998,528.0,778.0,1136.0,982.0,11.0,22.0,32.0,30.0,54.0,126.0,160.0,102.0,5.0238,10.675600000000001,14.7344,12.7194,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,7.949,14.598300000000002,15.5952,30.4779,152.5,79.5,154.0,276.5,2.0,2.0,4.0,5.0,9.0,12.0,15.0,0.80145,0.9514499999999999,1.3425,2.4301500000000003,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.855,0.03000000000000025,0.395,11.0,10.0,20.0,1.0,-2.0,0.0,0.505,0.25,0.7749999999999999,2.4025000000000003,28.086,44.609000000000016,17.329,625.0,1550.0,850.0,650.0,12.0,4.0,108.0,120.0,72.0,1.9320999999999997,6.949999999999999,8.340000000000002,4.2256,-8.82,-10.180000000000001,-4.9799999999999995,88.0,266.0,74.0,18.0,52.0,12.0,3.34,10.679999999999998,2.5199999999999996
Fe_MICYFE10_comp_1_111111,2,0,1.0,1.0,223.94850000000005,444.00600000000014,754.8714000000008,723.0780000000004,1420.0,3096.0,3984.0,4608.0,37.0,72.0,126.0,108.0,198.0,432.0,468.0,600.0,14.516500000000013,35.66640000000001,51.07019999999997,56.45640000000001,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7093999999999998,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7093999999999998,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,3.3489000000000004,27.999,33.379200000000004,27.999,676.0,936.0,1092.0,936.0,6.0,6.0,72.0,72.0,144.0,1.5625,5.775,5.625,5.775,-4.3199999999999985,-7.26,-4.3199999999999985,120.0,114.0,120.0,24.0,24.0,12.0,2.88,3.0,2.88
