,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
mn/2/mn_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_ammonia-N-0-0_formaldehyde-O-1-0_6,-53.37487352930623,-62.29744436596996,-109.70799457380173,-66.19163444224063,-69.86949353771826,-73.28818307390809,-76.50728508226254,-79.52683366221319,-82.50666718338407,-85.31585208361513,-57.96437131319519,-87.95810940412646,-90.48616930556081,-92.90642276352075,-95.21161052675507,-97.56277142042693,-99.75355489911306,-101.86755122685913,-103.91724990452583,-105.90549505661468,-107.83514604275108,,,-112.25624568286025,,,,-81.89572553904702,-83.39358861004193,-85.57442625045428,-88.92774470345556,,-91.19769864084962,-93.76243721000915,-95.97783933170358,-98.17142251848186,-100.32874646436679,-102.44377447134602,-104.50957461968275,-106.50353304938697,-108.40953463340821,-110.34485906288761
fe/2/other/fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_formaldehyde-O-1-0_5,-44.78062291126614,-50.898864354408985,-85.81914639927341,-53.7652696528384,-56.49254865161436,-59.08335870111446,-61.53464450773853,-63.8158268816873,-66.07079334802167,-68.13738516678099,-47.89767473653209,-70.10722773625032,-71.98594981712425,-73.77962113475645,-75.49493935317689,-77.13904980698894,-78.71821021828674,-80.23818880510015,-81.70403821218243,-83.12025800301849,-84.49079868308817,-38.09731296961226,-44.547807682790406,-94.2400543478087,-47.72339130743632,-50.86286801860047,-53.908583718641474,-56.93816109287816,-59.87049345671446,-62.74936176421878,-65.57764732818247,-41.35509018913901,-68.3633012978315,-71.10214779474752,-73.80090164610611,-76.460030622246,-79.08498830169547,-81.67682272212357,-84.2396756716486,-86.77493454800945,-89.28564374726757,-91.77327594841425
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_5,-25.262799230070147,-33.28929838733735,-73.65402353809125,-36.86591349858373,-40.18808521471884,-43.280454126209726,-46.16621103823821,-48.89948449675518,-51.376145669722455,-53.80397342649721,-29.428159506050097,-56.01545607326016,-58.21206318879336,-60.21106077209272,-62.151570724588005,-63.99359882428206,-65.77475500905159,-67.46323696870932,-69.09908712707906,-70.66925822187427,-72.18887691439481,-21.551972220929528,-28.991475718446672,-81.72403612867545,-32.50975266615678,-35.963857415749416,-39.29347489815455,-42.530246356201346,-45.69458717323285,-48.77433420026861,-51.7859313823037,-25.333709295457947,-54.734506649821796,-57.62181981636615,-60.461011388820225,-63.24769449159516,-65.99369185963155,-68.6969928837557,-71.36532268607172,-73.99861941878805,-76.60178611528436,-79.1758804586173
fe/2/other/fe_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,-18.949498438853386,-28.72132604446559,,-33.11685891502929,,-41.01081312972338,-44.48239410550704,-47.78527184523384,,,-24.001891046042097,,,,,,,,,,,-20.14291997525571,,,-31.704209074172816,,,-42.36238107293275,-45.62976091832965,-49.1442803171088,-52.18734943704127,-24.090228820473627,,-58.3871347207653,-61.46721431877478,,-67.27041533915143,-70.00011936432955,-72.755445558038,,,
mn/2/mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,,-56.004205382201434,,,,-69.0567112017397,-72.4478169095476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cr/2/cr_2_furan-O-0-0_furan-O-0-0_ome2-O-0-0_ome2-O-0-0_furan-O-0-0_ome2-O-0-0_5,,-66.98963829383976,-88.48442542449384,-68.88139820192147,-71.27690624826916,-72.21516868944201,-73.67746550801414,-75.07545392906644,-76.38354622222018,-77.62427317146003,-64.9076023834773,-78.81234866537582,-79.94556383429484,-81.03692741631005,-82.08314171985036,-83.0934379099323,-84.06683982772743,-85.00853885593662,-85.91928689363152,-86.79887212266652,-87.65425156330102,,,-112.16585221724803,,,,,,,,,,,-100.87027808657537,-102.3471139865315,-103.79971547324986,-105.24913548674309,-106.66439394024809,-108.06106704243805,-109.44328652712554,-110.81080905865308
cr/3/cr_3_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_pyridine-N-3-0_pyridine-N-3-0_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_pyridine-N-3-0_pyridine-N-3-0_4,-7.419040505464167,-13.794725902932552,-49.80210787925098,-16.917237370585465,-19.861630090154023,-22.76376432135075,-25.404810659749646,-27.991565041336514,-30.265618005373554,-32.33873365260123,-10.528477477113835,-34.355256924772824,-36.48665886414821,-38.30494782432334,-39.98945567981813,-41.593162938322834,-43.08804164517186,-44.462522861452314,-45.9032734757844,-47.29964209350994,-48.57523656315774,-9.857043626837783,-15.639527974275742,-53.126051624679675,-18.21465949226727,-21.065944328515265,-23.64772663305686,-26.248895475599205,-28.658729497649773,-30.98431980125982,-33.20073298977629,-12.785754498466439,-35.34717870877502,-37.402234759212526,-39.37808529085267,-41.28981246055293,-43.12548747577109,-44.88634222694697,-46.54608817456568,-48.22163557224606,-49.8824763670985,-51.5179958792346
fe/2/other/fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_thiocyanate-S-0-d1_5,-27.475610371247587,-36.72365761064818,-85.06908132298868,-41.02580033140508,-45.10243260039093,-48.970818974893426,-52.57490710171344,-56.01291957144829,-59.20004278421896,-62.201417595478794,-32.206524620261796,-64.99255335215597,-67.60218033758386,-70.06051934753881,-72.33192003429374,-74.48277290813688,-76.49410360481093,-78.39590982145735,-80.19845408129802,-81.90024888498569,-83.52423165002185,-27.043370925922318,-35.03572207157375,-93.19322661690528,-38.94919338372896,-42.792614758744485,-46.53947032746667,-50.24641042060191,-53.84243440296921,-57.33972492991228,-60.756303426159576,-31.06362016736764,-64.07564195371262,-67.32993999394503,-70.46303909268163,-73.52440934045738,-76.5159358730822,-79.4411903441233,-82.29846776973294,-85.09853557654475,-87.84470644342025,-90.54171528232986
fe/3/fe_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,11.986059065145986,-1.343223470136968,,-7.337040277191703,-13.054082198217612,-18.546086960631023,-23.857997256230473,-28.99102097855549,-33.965065582171235,-38.59802406749142,5.0700132502379995,-43.25622710445899,-47.783060532610826,-52.09243790789602,-55.899983141913474,-59.86567426880812,-63.75370178804129,,,,,4.841191197973527,-5.379588030678754,-80.45402052372481,-10.17182647372348,-14.898714347684907,-19.514341296759987,-24.07982323413211,-28.574985470841508,-32.99491698134279,-37.3205873487812,-0.46896387877538703,-41.336308786567,-45.491614941734746,-49.549514072754,-53.81186557908669,-57.54498449413275,-61.59564349660013,-65.54571851234867,-69.42967965760508,-73.19129171059934,-76.8544931234646
mn/2/mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_cyanide-C-0-d1_cyanide-C-0-d1_6,-49.8074698692578,-59.41963694966024,-110.18089483254782,-63.81572366254221,-67.89591807924772,-71.66738740222397,-75.13028047594483,-78.4286430898998,-81.6010269778343,-84.6064209882479,-54.932870394382356,-87.42758229529561,-90.31181541300042,-92.83692026184029,-95.18610813284545,-97.63220345421972,-99.77802681100925,-102.04753686310453,-104.03051011900251,-106.37208745500021,-108.31090295778304,-56.45009662199502,-64.19479809108287,-114.0537507163395,-67.60255227099042,-71.3707226151454,-74.57459266892992,-77.65806870980451,-80.65590391149462,-83.6780724594896,-86.58568892686804,-60.411302964098425,-89.43496323498404,-92.31740704211143,-94.94512798429294,-97.47677825464521,-99.89440124210029,-102.49577433965833,-104.90350083637885,-107.26186415823773,-109.57379014529727,-111.84215348804439
mn/2/mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_SH2-S-0-0_6,,,,,,-57.00242514632688,-61.309126820428624,-65.29446863071766,,-72.46937563216017,-35.72116261584628,-75.66262216223944,,,-84.56090970368784,,-89.6533388427699,-91.9823838850422,-94.33847247773062,-96.57769639732776,,-40.20240074431938,-49.41774643425219,,-53.6898804667314,-57.690872109213316,-61.48813107850405,-65.07081107043771,,,-74.82381700203698,-44.94324379059501,,-81.07859589522758,-83.92942686948845,-86.79796553070767,,-92.16598804248983,-94.75051105791634,-97.30800089084094,-99.79110511397431,-102.1996387185602
cr/3/cr_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_fluoride-F-0-d1_4,-22.627737128317246,-24.417553763990004,-35.68708435758161,-25.24185633354051,-26.02755855660332,-26.777113366742345,-27.493953146242973,-28.18167414853428,-28.843476200215463,-29.482559369013273,-23.552604694008018,-30.102049503877836,-30.70484153174795,-31.293504622796373,-31.870225936369607,-32.43679450482095,-32.99461880272067,-33.54476631631606,-34.088436834977855,-34.62843326765954,-35.160044805729555,,,-33.996106652518954,,,,,,,,,,-33.22066416472982,-33.36166339856812,-33.486109825453404,-33.59515837161904,-33.68989655887211,-33.772102763440046,-33.845210608345084,-33.90447410173423,-33.95477146581762
mn/3/mn_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_imidazole-N-2-0_pyridine-N-3-0_5,,-60.73206582204804,-110.05115749349622,-64.84237591775373,-68.47627038516897,-71.93810465409065,-75.49042682958516,-78.60985937285194,-81.50195997479841,-84.28214782414727,-53.68530532816301,-86.92044205360446,-89.6060743987884,-92.72977438645172,-95.18669966468497,-97.58342308209468,-99.78590220566159,-101.96072972302926,-104.07698095426686,-106.12711210362353,-108.11772435756824,-59.97181389264913,-67.93998036753759,,,-75.03451792061736,-78.08369763459883,,,,,-64.19566403977925,,,,,,,,,,
cr/2/cr_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_water-O-0-0_5,,-68.77868816984942,-89.28042335506679,-70.5043947976259,-72.09978539662252,-73.58191396655057,-74.94461597141445,-76.31229226784478,-77.55497644318547,-78.74373330450771,-66.89090004468557,-79.88295901395024,-80.97641370821354,-82.02810735825722,-83.04164885345041,-84.02013984095584,-84.96623696546064,-85.88221887866712,-86.77004839184663,-87.63141415623595,-88.4677819935296,-70.7642065987345,-73.82362913652986,-93.56648940048579,-75.24079820075717,-76.61059456885516,-77.91456556702204,-79.15114264223774,-80.34744842733775,-81.50854769165376,-82.63740545248352,-72.35253950728749,-83.73687678537198,-84.80956514240991,-85.85777367271794,-86.88361698121679,-87.88891248368412,-88.87528991733132,-89.84412625262861,-90.79666414172418,-91.73395852994949,-92.65695976720905
fe/2/a_f/fe_2_furan-O-0-0_furan-O-0-0_phosphine-P-0-0_phosphine-P-0-0_furan-O-0-0_phosphine-P-0-0_5,,-33.13818422103041,,,,,,,,,,,,,,,,,,,,,,,,,,-45.01093675152408,-49.293543097901775,-52.50609137782816,-55.61636230782405,,,,,,,,,,,
fe/2/other/fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,5.109608541816374,-7.540978536023181,-64.01612568901656,-13.122106653607124,-18.262676561556688,-23.005593863266686,-27.328979496310502,-31.371112258902066,-35.06267963048133,-38.53189510640925,-1.5261037640858321,-41.63455935972392,-44.59072955187975,-47.32467385850649,-49.881184345438506,-52.2685820472936,-54.516484359396344,-56.62862230179535,-58.625902695198825,-60.514896713827596,-62.309465521923464,1.0352187337120782,-8.733459959170535,-72.09935474038049,-13.370268595820315,-17.826660778470018,-22.10783220614647,-26.2535591096931,-30.211640565644462,-34.07570451752601,-37.769451261030426,-3.925003227287202,-41.33734912384891,-44.78746170682709,-48.14523682158449,-51.399419052389064,-54.5721451125971,-57.65302048547675,-60.66474124581275,-63.61167258740353,-66.49502245572378,-69.32316763379708
fe/2/a_f/fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_cs-C-0-0_cs-C-0-0_5,-6.898018997197647,-19.430888403654173,-69.45537890277295,-24.734042729592435,-29.485039105403256,-33.7176361104265,-37.53469628834442,-41.00085162614843,-44.17211682946405,-47.08763111749904,-13.485845763898915,-49.77985842549273,-52.275362436623844,-54.64523871499623,-56.838006233024835,-58.918622065587805,-60.89325517330008,-62.764843300220605,-64.55015027758186,-66.2542198055889,-67.88761036514394,-9.171597641072495,-18.673833458973583,-77.35829294892052,-23.051415128287328,-27.21526299858359,-31.163140816089246,-34.9280083236674,-38.54676250365033,-42.027079750828605,-45.38476434373296,-14.05285671295603,-48.63933617303451,-51.80083144533745,-54.87449288182507,-57.87753826303653,-60.81432044560011,-63.691394840272295,-66.513165048619,-69.28703608364225,-72.01599101595983,-74.70555901259534
fe/3/fe_3_furan-O-0-0_furan-O-0-0_furan-O-0-0_thiocyanate-S-0-d1_furan-O-0-0_thiocyanate-S-0-d1_6,,-39.52035151131803,-84.40396249384823,-43.41069111451791,-47.14688860980828,-50.709064466907215,-53.89657643294429,-57.000079952835726,-60.11928669027575,-62.866435094544485,-35.18695854220056,-65.37666750786146,-67.67001903087183,-69.82696185767439,-71.91943975179835,-73.86812630849866,-75.76609243382838,-77.53604583715918,-79.25981789269746,-80.86349679146255,-82.431794067891,-15.849293845562704,-22.106485126932558,,-25.19958982432446,-28.341354814600965,-31.294214674679917,-34.26331431790764,-37.24946339554583,-40.109633286595674,,-18.92763596257837,,,,,,,,,,
mn/3/mn_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_chloride-Cl-0-d1_carbonyl-C-0-0_chloride-Cl-0-d1_5,,-52.40076761834979,-114.36403295903943,-57.13830964977443,-61.70674089077495,-66.08784918900584,-70.34070794887047,-74.46335200275337,-78.44514722846574,-82.28513580029274,-47.46780448074222,-85.9776256870957,-89.5178781853517,-92.90173444196004,-96.12579230204344,-99.18723004185037,-102.08355909801014,-104.79784735165997,-107.33575470262149,-109.68001503269845,-111.95806877916571,-52.90239698132977,-61.08273301711484,-121.51764330243206,-65.03001224359339,-68.88095383179933,-72.63239729602178,-76.31442400494976,-79.92821120324085,-83.47169209700313,-86.94367320270815,-57.04542616575076,-90.3425668380733,-93.66658934375208,-96.91370917870137,-100.08157804302222,-103.12823776629428,-106.12333007667857,-109.11202098433425,-111.88979536057253,-115.49226117776598,-118.49717171344561
cr/2/cr_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5,,-75.89263279244203,-111.45211759880922,-79.29480706609552,-82.24842878110331,-84.99913655598709,-87.5175674614707,-89.81655866754058,-91.99732234385837,-93.98438582795441,,-95.90183386308344,-97.69254413545933,-99.38827944844533,-101.12760203613894,-102.73649296868201,-104.29092975773797,-105.79745452893367,-107.26366141860521,-108.69195923625648,-110.087438878032,,-83.89638107433551,-115.24732969819281,-86.51994981853687,-88.93022796444556,-91.06157365347035,-93.25906318328775,-95.27024924480463,-97.16552886529492,-98.94399785579996,-81.05190908489905,-100.65676734281836,-102.31102929102792,-103.9113367862412,-105.46086124766296,-106.97125189113423,-108.44398561694804,-109.88363458681752,-111.29087722553687,-112.66558567985615,-113.98871764633081
fe/2/other/fe_2_water-O-0-0_water-O-0-0_water-O-0-0_imidazole-N-2-0_water-O-0-0_imidazole-N-2-0_5,-28.664795238120874,-34.69540922994856,-75.07692670693429,-38.06351394833003,-41.28657910466759,-44.33575475500768,-47.22798660910389,-49.96672393658866,-52.50949335407132,-54.91954313106721,-30.908792347475295,-57.21322270326755,-59.382597978581394,-61.449017763815206,-63.41237413241474,-65.28995379230139,-67.08332038377088,-68.80547836154909,-70.45964421529082,-72.05337089132368,-73.59074959091666,-22.21286432669596,-29.652272880736984,-83.18423920628108,-33.122232895638916,-36.53260797885181,-39.91095991670264,-43.221680458911464,-46.43058811651153,-49.568864131437024,-52.643089144234224,-25.809253313833548,-55.65319331965428,-58.60430035047105,-61.50104709206512,-64.3467411155315,-67.14694146488218,-69.90482180879947,-72.62441081233456,-75.30912170197193,-77.96195878310643,-80.58615897660157
fe/2/other/fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_chloride-Cl-0-d1_carbonyl-C-0-0_chloride-Cl-0-d1_5,-28.684945979689946,-37.54018101513124,-81.6633146799146,-41.55255844259712,-45.29977969909409,-48.79699315196783,-52.06485451425708,-55.11351735063205,-57.9625154703884,-60.628138684507725,-33.25256738223389,-63.12596644618427,-65.47086111808694,-67.67679340257139,-69.7294909207408,-71.73670755468522,-73.57964858471125,-75.36424948665348,-77.03585093973184,-78.6526146807272,-80.18305170305005,-29.09825547730996,-36.27795730278803,-89.74824505940424,-39.78019815193431,-43.218981449967416,-46.590973333043806,-49.89168215950353,-53.12180192841273,-56.28187637898773,-59.34976266723978,-32.71516903106172,-62.392267375191594,-65.38296321624922,-68.27141925250642,-71.11171773798887,-73.90455452116828,-76.6489191754234,-79.34764185312658,-82.00386037542515,-84.62082477224638,-87.20132173707222
cr/2/cr_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_phosphine-P-0-0_carbonyl-C-0-0_phosphine-P-0-0_5,,-52.48362434425983,-81.24777940401567,-55.25129937899487,-57.78015605676348,-60.09118907542845,-62.213053371240775,-64.17150070209914,-65.98713186074556,-67.6784597703403,-49.44281897063698,-69.26124934484099,-70.7488228589333,-72.1524697221983,-73.48267787673913,-74.73228846654632,-75.95706098070528,-77.09332652022734,-78.2056403413203,-79.25344444221714,-80.27602497042012,-54.60300553959606,-59.39847958457939,-85.33057550630292,-61.544899393066686,-63.547265097872184,-65.43364611276266,-67.20643559649406,-68.84934372866798,-70.48334812250671,-71.98975496035456,-57.08857951586785,-73.43056585143941,-74.81347992160383,-76.1502538642322,-77.42397567335352,-78.65560161423701,-79.84958736087184,-81.00728228018748,-82.13141635617417,-83.22517466498786,-84.29075331166474
fe/3/fe_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_hydroxyl-O-0-d1_6,-19.465320391478965,-29.194099040938276,-94.07332714965443,-33.964252285032345,-38.39246090184703,-42.889371736244,-46.96513588852565,-51.278454623279615,-54.94586188657588,-58.349038344425864,-24.34717844047905,-62.132758478662545,-65.52357924732065,-68.91831242016565,-72.34280114415238,-75.79443711310685,-79.04060624031264,-82.2565308808883,-85.40319370703284,-88.37291540984754,-91.29743150893025,-24.20655162858029,-32.59439281627827,-99.0542488033613,-36.33425346804989,-40.110695573191165,-44.82028074291469,-48.63209590394379,-52.74941964008349,-56.659437914738504,-60.7183932091401,-28.469510589446642,-64.41482852219215,-68.13114678425832,-71.75337623056323,-75.27237702536404,-78.76282307911961,-82.18979438451613,-85.60619293069207,-88.96507579557571,-92.29312991305564,-95.5613105024052
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5,-22.65177545006257,-30.440435444117394,-74.11435840043607,-34.09941771828306,-37.586613374142175,-40.904102136872325,-44.053046825710666,-47.024522691979136,-49.83712267380739,-52.49093501760337,-26.618917204334046,-55.00850913638169,-57.36967339536987,-59.61136369602929,-61.74436986531557,-63.76038841613383,-65.68458074508196,-67.52023371096853,-69.274545187666,-70.95427981844715,-72.56552419275597,-19.445792017683562,-26.876657804908955,-82.14654414292616,-30.521147704241045,-34.09729488549085,-37.586374204426974,-41.01457334218643,-44.36141534343319,-47.63118598253849,-50.82775221613854,-23.19683683156616,-53.96144691534982,-57.01604535993385,-60.009631522821984,-62.94518374311011,-65.8259351172931,-68.65514583803999,-71.43632255149937,-74.17290279666204,-76.86815115157964,-79.52509094832337
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-28.48320404504962,-35.952494514626665,-76.7467090115409,-39.40850481083486,-42.68154213664514,-45.76498931769011,-48.6776625867753,-51.42392967981139,-54.015095641860746,-56.47095470754237,-32.319891251748615,-58.781662783282485,-60.97556934722598,-63.06152807377738,-65.04391376688105,-66.93544087800632,-68.74266582736381,-70.4727385880521,-72.1330323543659,-73.72839511597081,-75.26492480272533,-24.430527962201257,-31.659573975101328,-84.92195572906881,-35.15990901824157,-38.5843782979304,-41.92721665631779,-45.19656147871101,-48.40537058804932,-51.52425199276539,-54.57870036041414,-28.080618033773817,-57.57233087964376,-60.50875141952566,-63.39134721291909,-66.22374378956282,-69.00926395553307,-71.75175064245796,-74.4540136070282,-77.1195262010986,-79.75097560794734,-82.35097061086711
fe/2/other/fe_2_water-O-0-0_water-O-0-0_water-O-0-0_ome2-O-0-0_water-O-0-0_ome2-O-0-0_5,-40.239125239549516,-42.431035303134976,-78.78269971030639,-45.50841445998832,-48.2992345318974,-50.96921549425278,-53.52138419416621,-55.95328835297052,-58.21303531594053,-60.361362866017544,-39.591520847613175,-62.40863142920527,-64.36067948967307,-66.22519215904404,-68.00987881907194,-69.72186447645103,-71.36760967393887,-72.9528535398798,-74.482716812165,-75.96171174943125,-77.39385933646035,-33.185590291353755,-39.45674849551183,-89.1957937049803,-42.56185153533678,-45.61994666008201,-48.70113499341641,-51.686979176816,-54.61677510718369,-57.499556679229435,-60.33600546110909,-36.30412744439216,-63.128798462800816,-65.87983954160048,-68.59222796663946,-71.26815467597561,-73.91085868057755,-76.52253305169727,-79.10585095953495,-81.6628491815967,-84.1956239972516,-86.70606039763305
co/2/co_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_4,-8.204879755753035,-17.400066881168367,-51.68082060152213,-20.44191446659019,-23.456192621513445,-26.053396563118167,-28.652681648129988,-30.97359955972206,-32.8611556967769,-34.99660331681894,-14.28734889997953,-36.98899386281047,-38.81895534744332,-40.543450424388766,-42.197851874164094,-43.7192668855132,-45.191570139283606,-46.704571167191595,-48.02575686474404,-49.29237662322792,-50.50991625493211,-14.24361756282837,-19.687805244009052,-55.23174601867742,-22.318266743838198,-24.914121700037196,-27.3499654499464,-29.62315026660325,-31.90627229401844,-34.069118998641095,-36.14046211862538,-16.699180288307144,-38.14209221573597,-40.06000230719404,-41.90785591711079,-43.67341058565731,-45.330486484464934,-47.22719717988347,-48.9032304906824,-50.5393405755696,-52.14037024439125,-53.70787117837235
fe/2/a_f/fe_2_fluoride-F-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,,,-76.63574958213604,,-42.73655690583956,-45.93329727405647,-48.92026290548237,-51.79551437696643,-54.49709753774969,-56.92290445897412,,-59.20840822283304,-61.343966593189975,-63.39049605104911,-65.30655028899946,-67.14672502693234,-68.8902885027458,-70.56788047148882,-72.16945054254971,-73.7153716519754,-75.19866033594626,,-42.5643720064465,,-45.12102324538327,,,,,,,,,,,,,,,,,
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_cs-C-0-0_ammonia-N-0-0_cs-C-0-0_5,0.8937350189673066,-11.339271477969756,-64.84249166697103,-16.81260781734317,-21.824980965040275,-26.245100032545277,-30.321793690609585,-34.047067152767994,-37.46988561641659,-40.63045915880121,-5.381000225176615,-43.57140778185085,-46.29021784378745,-48.85047883844041,-51.241635230373326,-53.506908396495476,-55.634142466026304,-57.66230246420221,-59.582170231200045,-61.41451755115974,-63.165651653800545,-1.7688284847798315,-11.38705262377721,-73.3423680448487,-15.852945179374352,-20.6431296733493,-24.84744045269422,-28.822620822145346,-32.673680316019414,-36.42144269870901,-39.94796261192405,-6.749690519769633,-43.39757078059415,-46.726348671542375,-49.9557284199797,-53.10200544731245,-56.17908234178454,-59.175309669826746,-62.11497158115909,-64.99676230756799,-67.8240577518457,-70.60507849629666
fe/2/other/fe_2_ome2-O-0-0_ome2-O-0-0_phosphine-P-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_5,-29.76911333263653,-37.54893620291136,-81.26851078744748,-41.369949698798074,-45.00606682724084,-48.46533538452939,-51.7497083537756,-54.803212324088896,-57.64803586066707,-60.33612466101867,-33.82312518981141,-62.803179761846565,-65.12898964762418,-67.32840121176022,-69.3908425475413,-71.34838879185376,-73.2013830834789,-74.96419667188718,-76.64454056294775,-78.25100289554975,-79.7901840953975,-25.9907237512231,-33.64795327729363,-89.81933694267455,-37.40418025652656,-41.07971189109064,-44.65845762583217,-48.160524092956145,-51.5690776041513,-54.917392918454944,-58.14542160236775,-29.856643141701753,-61.30072796381803,-64.39084366598817,-67.41655682045777,-70.38244177050233,-73.29139392132073,-76.15032822825607,-78.96138032497754,-81.7307334514172,-84.46105713646372,-87.15632437466527
mn/2/mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_cyanide-C-0-d1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cr/2/cr_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_furan-O-0-0_furan-O-0-0_5,,-71.99475837770434,-92.09865270197798,-73.72627543296082,-75.31935793729635,-76.72759434343368,-78.16399357729472,-79.45525653670113,-80.66806236390951,-81.83842789599252,-70.09288647677,-82.9322927854692,-84.03191570683457,-85.03731292603682,-86.04243466285524,-86.99607777680093,-87.91499054480948,-88.80430774025076,-89.66572508539146,-90.50090333215394,-91.31142767535466,,,-117.85409032730114,,,,,,,,,,,,-109.11354031480187,-110.41272320126802,-111.67907439302054,-112.93636111908391,-114.18088202951331,-115.41502223482613,-116.6389874984407
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carboxyl-O-1-d1_carboxyl-O-1-d1_4,-8.57302959385745,-16.066296028737547,-52.19828367229444,-19.669684098339918,-22.90880196407639,-25.91122762749176,-28.765735818395974,-31.330828962774227,-33.67181612923175,-35.74034773386362,-12.355598947399926,-37.658773326075575,-39.47400124782213,-41.076718113267866,-42.72613829290281,-44.285123786954415,-45.715507891591734,-47.13213382113375,-48.54288229786768,-49.80781129560537,-51.02517996844249,-11.7863354092478,-18.37204064039458,-55.455163749494346,-21.49242486361975,-24.22098921666473,-27.001959092903373,-29.548202105936618,-31.95334492316869,-34.19644538885947,-36.343894168246614,-15.162869278849785,-38.37624354941088,-40.29222298616882,-42.264574294394095,-44.09122586414356,-45.8499388433131,-47.549383303652775,-49.17928945130283,-50.706324916858875,-52.32454039013745,-53.90487126541473
