,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
fe/2/other/fe_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_furan-O-0-0_furan-O-0-0_5,,-48.762167128899016,-88.32040200632763,-52.76579472332869,-56.366627323369244,-59.610908884655906,-62.570385070590085,-65.28110660765243,-67.72885828700572,-70.11610354744869,-44.260330978795956,-72.21673452528263,-74.23189338701883,-76.13091663867164,-77.90061479293152,-79.60499590596747,-81.21419196931097,-82.75168057669919,-84.22501426582699,-85.64067845910738,-87.00423131793988,-37.79216321998594,,-96.81273120952974,,-52.591944969420496,-55.92469177543811,-59.10881316300348,-62.21536436485435,-65.24554657831811,-68.10953489230609,-41.74529412059657,-71.00098900930016,-73.77020461370287,-76.50117609834636,-79.2569407198808,-81.77922575915102,-84.35773241289237,-86.92193590102701,-89.4453906021352,-91.92925007958026,-94.36943862589409
fe/3/fe_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_misc-C-4-0_acetonitrile-N-1-0_misc-C-4-0_6,-0.6403249754300733,-11.903074873216893,-93.98727775692147,-17.023823485044314,-22.481781177687083,-28.013892965135703,-33.21633751966572,-38.32047572787023,-43.319711123102515,-48.15928776434247,-6.332194070126541,-52.961976969333186,-57.55647012019314,-62.01264810138678,-66.598510529375,-71.05351003259355,-75.20510418853921,-79.21563592695131,-83.06212458773932,-86.77726020588813,-90.38945441794642,-7.800083205459905,-17.45829448857591,-97.02590727423042,-22.276711253584136,-27.043834308024888,-31.705628182896362,-36.26361199293548,-40.850265403776056,-45.49345324458062,-50.213113071194165,-12.621601788274974,-54.6073566752299,-58.97883903098393,-63.24340726061372,-67.52223392683112,-71.78301293421259,-76.77936906067329,-80.91275112591077,-85.01014838922698,-89.08414383820588,-93.16903426430345
fe/2/a_f/fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_formaldehyde-O-1-0_SH2-S-0-0_5,-22.554815929267658,-33.254558741153154,-79.19220814988202,-37.82665660915959,-41.974052903273,-45.7583257291216,-49.218772816891125,-52.398105302742,-55.331251084851694,-58.048676390038175,-28.18948079729212,-60.5795196621026,-62.93889696785626,-65.1514947921876,-67.23469873385211,-69.20283830356827,-71.0682780267828,-72.84200739319988,-74.53353353932354,-76.15114004395862,-77.70196933362453,-22.24451309056471,-30.850963028858946,-87.26787935960093,-34.88922192429829,-38.793688776426954,-42.46439660627671,-46.07755257885205,-49.54834673772561,-52.9245778989317,-56.15914216949153,-26.63701238527372,-59.30357472054224,-62.3673818584813,-65.35552677658701,-68.27530891593915,-71.13275356992999,-73.93427153584607,-76.68461719991829,-79.38943213028146,-82.0521186450377,-84.67730612247311
cr/3/cr_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_formaldehyde-O-1-0_formaldehyde-O-1-0_4,,,,,,,,,,,,,,,,,,,,,,,,-61.65803684508114,,-58.90991068711779,-56.93349957756782,-57.72830743349966,-58.613166851292135,-59.29161227429773,-59.86538074751482,,-60.40551419115715,-60.81450151955417,-61.137942352990926,-61.3139850632945,-61.66615191767137,-61.655824596769065,-61.6845889869533,-61.733138704732866,-61.746102708670264,-61.71005218336703
mn/2/mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_misc-C-4-0_6,,,-92.18166162503367,,,-58.869852552192846,,,,-70.24081071626209,,-72.62060357429077,-74.89118803684656,-77.09750674835855,-79.21854500964716,-81.26072745957671,-83.2218236034704,-85.16792113906482,-86.98598744176863,-88.79020600803929,-90.49315302905629,,-48.664040534749056,-91.48327101314044,,,-57.89372045807614,,-63.16822145661212,-65.64868300476195,,,,-72.74461764719628,,-77.26473970214644,-79.42123909365986,-81.71245112895512,-83.7104231643672,-85.6928466388774,-87.60215130302856,-89.53517796409882
cr/3/cr_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_carbonyl-C-0-0_4,5.43459306502579,-2.409597638856778,-49.19350929178664,-6.254286666239717,-10.062525563171521,-13.79733448305028,-17.351809116639586,-20.766929193808338,-24.02029527203864,-26.956522855799737,1.4701716647662662,-29.94838149754626,-32.55865311338456,-34.947034263254274,-37.07012406262244,-39.35525685844111,-41.26368290799325,-43.027148477920804,-44.62997262857856,-46.26332653474745,-47.80033993793422,-1.1560061318203985,-6.372943931526058,-52.54801770228955,-9.767497147593778,-12.924965776322011,-16.28697999827964,-19.354224904352034,-22.399181513442315,-25.39294662351092,-28.18531997322331,-3.3462983544864358,-30.88469116363323,-33.82037755642543,-36.28059981197855,-38.59947453307024,-40.816136267882264,-42.91972862484145,-44.85957311307739,-46.78233279077937,-48.716997830844385,-50.763166221161
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_5,-29.124894784939077,-36.78448237785872,-76.50815443627927,-40.264338328901815,-43.516972022841806,-46.561009405459984,-49.40642265614687,-52.11259901466841,-54.54077895350656,-56.94457710793673,-33.06766839748585,-59.158773339447855,-61.278592240083476,-63.26033454494035,-65.1640196098173,-66.988273836891,-68.73677515363167,-70.40530610666441,-72.01466542563428,-73.56471266444034,-75.06194942900702,-24.94527375954449,-32.15513059492353,-84.67844502528095,-35.66772199939569,-39.05575502102989,-42.36207033827083,-45.55900727709636,-48.739667636422595,-51.786348391439404,-54.79638575326704,-28.6092677498429,-57.70275885510217,-60.60656344051983,-63.420819584000775,-66.21543291369179,-68.94667377662493,-71.65427323574386,-74.31516035108862,-76.9512701092722,-79.55202646788689,-82.12913971624617
cr/2/cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5,,-61.277589629134,-85.62428249335967,-63.465484611567796,-65.46549273548897,-67.31146246331639,-69.02695619006737,-70.63393733186453,-72.14103484721075,-73.5840088141356,-58.862948873201375,-74.91005934004713,-76.19257772884791,-77.41430965305119,-78.5874005052324,-79.70541829713045,-80.7830376734686,-81.82037456438115,-82.82111835332284,-83.78666473139378,-84.72054901323959,-63.706879228142526,-67.53385535764366,-89.63993200835976,-69.23599787497291,-70.85632565803736,-72.38584695052305,-73.84409356878494,-75.2202009614363,-76.550217910528,-77.8267268995241,-65.69446842310367,-79.05112767346391,-80.24163345977942,-81.39099394777263,-82.5108955374367,-83.59969010950769,-84.66247436531174,-85.6998694929523,-86.71498035500669,-87.7088869031608,-88.68347662971141
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_6,-2.8751987216207353,-14.226109400219858,-95.11518075506979,-19.690034569288596,-25.01135969376835,-30.0135314524973,-35.20765013102475,-40.13220510021766,-44.95244512085614,-49.628211724696186,-8.767812908806498,-54.37058351796991,-58.99998810898148,-63.521968407027714,-67.88901523450052,-72.1320155084725,-76.32831814716594,-80.20860399509728,-84.0631874332399,-87.83649579500046,-91.52377510791723,-8.075208697102326,-17.906186453025505,-98.69754836668163,-22.558303635916754,-27.437024679322825,-32.10320124786084,-36.78503311747887,-41.500113878426454,-46.19181254784408,-50.86239179852435,-13.030003153309561,-55.44127219262214,-60.05739868323114,-64.60356062410602,-69.2448293997425,-73.71714518881559,-78.11853829282623,-82.33957466399742,-86.53046763020906,-90.62110984627321,-94.6819042754821
cr/2/cr_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_ome2-O-0-0_ome2-O-0-0_5,,-72.63335872010168,-92.31448595269003,-74.41314023666979,-76.04621237344618,-77.49152474704889,-78.83816568152282,-80.1157342944384,-81.29939874065519,-82.43035821435676,-70.66615023063126,-83.50027180659283,-84.5225285121867,-85.52231706161362,-86.46980173552515,-87.39245876619361,-88.27583140916295,-89.13873319118824,-89.96947165412482,-90.77413160164599,-91.55544887072111,-74.460662093307,-77.74218018504678,-96.63015010693873,-79.20365674445685,-80.55709655832158,-81.8276111629112,-83.02523748621506,-84.21845617099262,-85.31980347855598,-86.40741614136394,-76.14553389303885,-87.44756339421164,-88.462271652433,-89.44750845571471,-90.40949725122417,-91.34930664695118,-92.26964274783857,-93.17200670961407,-94.05804186651503,-94.92900882113811,-95.78603680407986
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_5,-11.873125303138268,-22.22244916605584,-68.36224797361913,-26.67855845329015,-30.73302866940975,-34.44008096105201,-37.843267908806794,-40.9855682576189,-43.94492598429033,-46.57713095278136,-17.300795299806115,-49.201087187825095,-51.53761289865384,-53.807997310944884,-55.908820192927166,-57.96088150131703,-59.87436409104527,-61.72620119525981,-63.47913402015742,-65.1766747581756,-66.79380335598307,-12.138322971731661,-20.472997793614827,-76.38366155995115,-24.38181328592113,-28.139856214762016,-31.762627520772433,-35.25650440004253,-38.64604024817586,-41.942119885827196,-45.139097386588155,-16.397876867639265,-48.26044984310715,-51.31243778968197,-54.284189100667,-57.206811317430024,-60.07422768111203,-62.89168496498066,-65.66563864169426,-68.39736786098163,-71.09284118163185,-73.75361133156329
fe/2/other/fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_SH2-S-0-0_SH2-S-0-0_5,-6.472891849146888,-18.384204041488868,-71.61012830776114,-23.629200177932294,-28.451545128283943,-32.886012113814125,-36.9729942963556,-40.73747956824533,-44.21190026188873,-47.42431290485351,-12.675134009512439,-50.40128115463614,-53.16753459232539,-55.74564130533776,-58.16287858458223,-60.40647403920452,-62.555033232107306,-64.54629653045542,-66.45790983915265,-68.2526224788374,-69.97699900577622,-9.62047049301888,-18.827553717504045,-79.62822112818436,-23.184774635274444,-27.38660265257792,-31.4484283817791,-35.36620030350014,-39.120184365278625,-42.79497982599741,-46.33864157541484,-14.307218249256769,-49.7670689439738,-53.11274356596166,-56.33327467613609,-59.470648124363464,-62.535776556277206,-65.529721822303,-68.45871910980938,-71.32808050196212,-74.14296761433657,-76.90796640799073
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_amine-N-0-d1_4,,,,,,,,,-32.176783090473464,,,,,-39.369560262179114,-40.94535687928302,,,,-46.211408249732465,-47.46623152136578,-48.81808011693354,,,,,,,,,,,,,,,,,,,-48.798925111467675,-50.40616053311711,-52.115557625107115
fe/2/other/fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_furan-O-0-0_furan-O-0-0_5,-21.9939893296147,-31.414306469724472,-76.16531302351329,-35.350504665632215,-39.16064832102062,-42.65096719054823,-46.00773032861942,-49.113690630413494,-51.933265130942445,-54.663957516859476,-26.846812134839737,-57.162306618286436,-59.51810397511423,-61.766046416264224,-63.8829165537396,-65.88827048729513,-67.79580025744319,-69.61501501075,-71.35431504088933,-73.02137879951262,-74.6230047998963,-22.52605640529434,-30.887794506678883,-87.34903833235099,-34.81344792286605,-38.617057387293684,-42.2893492554037,-45.85094191711334,-49.281410784284766,-52.620551361700535,-55.878997873422264,-26.780398575610658,-59.042998074951115,-62.13959175454262,-65.15024092660927,-68.10158930470857,-70.99112628840861,-73.82558336152002,-76.61274276955047,-79.35363358698476,-82.05512315118192,-84.71862355647912
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_acetonitrile-N-1-0_4,16.094608629204856,6.187979009092162,-36.37720638224082,1.0737109312089246,-2.9408618878979795,-6.73938275388415,-9.452765893729856,-12.51072135268576,-15.25338214026991,-17.654102235804935,10.866467219951383,-19.919434152584966,-22.4113233905492,-24.403719648838276,-26.269147613303424,-27.980740565635067,-29.658692829456353,-31.16911884905112,-32.60668222107425,-33.96713856576474,-35.22508951806154,6.999066523536714,-0.34539755092171937,-39.36856822132005,-3.8149388227097267,-6.982519592676781,-9.94913944016005,-12.705965183315712,-15.212305015699192,-17.538199638551355,-19.900860250691167,3.2331750097181633,-22.068990572586802,-24.25068704415223,-26.220182144246465,-28.285549310958384,-30.213811658761713,-32.06606503817104,-33.81331709101739,-35.58044568273718,-37.1816705938257,-38.67557930928992
fe/3/fe_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_imidazole-N-2-0_imidazole-N-2-0_6,,-28.896282901735994,-102.49548358633817,-33.35829180896285,-37.80063577987384,-42.26530130382276,-46.702287551971295,-51.101251189693784,-55.38718394208225,-59.68388776412799,-24.459874910855604,-64.01747122158982,-68.21362032452296,-72.41298602126662,-76.52413185951976,-80.51987305631852,-84.44427539501824,-88.2597041210082,-91.97363465211397,-95.5844200951125,-99.09150478681575,-22.714344005821374,-31.12838619488502,-106.15295986496082,-35.40982719575069,-39.62655296283284,-43.87362600993599,-48.21313536801118,-52.56648712289958,-56.94281590113276,-61.245103932346666,-26.70547486599168,-65.47775085519721,-69.71021554240107,-73.98795550864257,-78.23231555055978,-82.38388910294044,-86.53042856911432,-90.56199375401687,-94.5369112002629,-98.43741212387958,-102.26349617216435
mn/2/mn_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_acetonitrile-N-1-0_acetonitrile-N-1-0_6,,-53.49487113550404,-109.3246823391509,-58.75178490627635,-63.35451216626863,-67.73334882375929,-71.64172473681985,-75.34853758009477,-78.8309590692733,-82.00815868529041,-47.93353290682126,-85.14640733209554,-88.23811949330602,-90.94288180079019,-93.53955238236445,-96.1071133492912,-98.46470248532894,-100.79913033761713,-103.0595355323039,-105.29022683940912,-107.36759499867435,-52.347006220636224,-60.72022988944008,-113.31390908334825,-64.73632336279061,-68.54204870426518,-71.9839234658881,-75.24707687369707,-78.42982738575492,-81.56301739428885,-84.50788121346858,-56.90739852542929,-87.42032849923432,-90.15911221110026,-92.80240790534474,-95.47943762087213,-97.99010261745407,-100.50941681455524,-103.04009732266522,-105.52623314369391,-108.58825444200828,-110.9914375065793
fe/2/other/fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_5,-21.89005324724078,-32.34538702107098,-82.31542249751446,-37.075158547759784,-40.57110382463408,-44.79680293130665,-48.74616370183502,-52.39558996622247,-55.76830166527898,-58.893021087461314,-27.282527149394575,-61.78824571063957,-64.48490434387568,-67.01002867411,-69.3366342714083,-71.53160213489377,-73.58530719186092,-75.52591154836291,-77.35766255274065,-79.09393916634278,-80.74342615115208,-20.5290978118821,-29.810018455927203,-90.38432214345707,-34.46999332500594,-38.51815196882739,-42.56674842210392,-46.48121821236789,-50.25647607045027,-53.90565135472332,-57.432121792844065,-25.222983313911236,-60.8447961112065,-64.15220735690284,-67.37539985498601,-70.4873228916966,-73.52225377395727,-76.4834334279172,-79.37829792580524,-82.2089425385351,-84.9838137347089,-87.70733222282264
mn/3/mn_3_cyanide-C-0-d1_cyanide-C-0-d1_imidazole-N-2-0_imidazole-N-2-0_cyanide-C-0-d1_imidazole-N-2-0_5,,-52.183675265168375,-95.64493131973785,-56.2003160823782,-59.930010958723045,-63.39256946382113,-66.62726762181234,-69.6537374790711,-72.48882659773194,-75.14642287865969,-47.85705859677092,-77.59435891358468,-79.97424303026092,-82.14343240379044,-84.22484920160126,-86.21646838310674,-87.98041867164403,-89.7246382329963,-91.30404463577898,-92.8271158678499,-94.27095178374995,-54.10341630636595,-61.02371095347669,-99.58097205421454,-64.19843007162585,-67.18862073076224,-70.00864040697911,-72.69334943679536,-75.25455612858971,-77.69683224314728,-79.99002876051803,-57.66208121668504,-82.23432889059274,-84.34554996100894,-86.36714757713108,-88.2784387399831,-90.17435361886918,-91.88390944826878,-93.59295280855848,-95.1644144772496,-96.71530091443184,-98.16806751902323
fe/2/a_f/fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,-38.00678854548373,-45.05372115193845,-82.16351916679939,-48.110545962924355,-51.038729970556,-53.86449679196639,-56.472648777871285,-58.996438140628996,-61.38241854664027,-63.586884764164935,-41.45084932188197,-65.6745579839786,-67.67210569481587,-69.56410747723642,-71.37365722511682,-73.0997727274696,-74.756325761288,-76.34606020150706,-77.8750057103509,-79.35166943581464,-80.78190778897408,-34.9979871310314,-41.606596601383956,-92.28362052393508,-44.86803486488626,-48.078140646792825,-51.234689462923505,-54.34583412161778,-57.33734022003762,-60.29270029494204,-63.17889618753506,-38.32762084788435,-66.02508833872888,-68.81257113048775,-71.56079977336992,-74.26243303246946,-76.92900730960307,-79.55876014353274,-82.15768613653586,-84.72708386237872,-87.26949698935539,-89.78779065216762
mn/2/mn_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_acetonitrile-N-1-0_6,,,,,,,,,,,,,-89.10974495587244,-93.89859778967065,-97.27146367310631,-98.48098566516006,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/2/other/fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_cs-C-0-0_5,-11.030822838553874,-23.134872238699845,-76.69224444863242,-28.496703674047048,-31.947312216459476,-37.13047108423269,-42.100708435251384,-45.88414622952213,-49.41505774071648,-52.66727344645727,-17.31524619527811,-55.641232392370696,-58.42528295907648,-61.01031752761354,-63.40587067251903,-65.65929493807907,-67.759605811234,-69.74701143849704,-71.61896544752119,-73.39737254900047,-75.08465819024015,-12.116939345107252,-20.90820901023499,-84.02964170989287,-25.369732055993104,-29.763320270478317,-33.97963400207299,-38.11439825155772,-42.10722297160538,-45.923070885154445,-49.61141711645599,-17.25305411325788,-53.150526231211984,-56.64800977091944,-59.97945217473248,-63.228768989340374,-66.39281596076914,-69.493138629516,-72.51197095889275,-75.47407929323715,-78.37466550692096,-81.22747433695791
fe/3/fe_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_6,-20.479696145643075,-29.42222308143164,,-33.38621327542149,-36.72447963960089,-39.43674526251287,-41.72200245104433,-44.11423612784946,-46.155720949814494,-48.45047022421011,-25.05331139768983,-52.71710909835343,-55.63561188537252,-58.29253992793259,-61.069109089287416,-63.507617724168334,-64.73691428610408,-67.08628088427865,-68.94418979981425,,,,-31.410203986824733,,-34.553779576816375,-37.62294329751247,-40.21057558401287,-42.38112080409721,-44.42551564130823,-45.77555965807314,-47.11949864498577,-25.32370343639758,-48.930688890359114,-50.5257895786979,-51.5172561255725,-51.990591017453156,-52.52248032219823,-52.833689299140715,-53.133963988324155,,,
cr/3/cr_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_4,-16.74463782853105,-20.920545183932145,,-22.513131389257335,-23.883838535231497,-25.07346022579046,-26.141283817105396,,,,-19.038635038061987,,,,,,,,,,,-24.25228902344415,,,,,,,,,,,,,,,,,,,,
mn/2/mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_cs-C-0-0_imidazole-N-2-0_cs-C-0-0_6,,-51.01011936153997,-107.4089052719053,-56.671022744670786,-61.61171040584393,-65.94859719997257,-70.11426978864448,-73.8222090373285,-77.33428668972095,-80.43161371982515,-44.77884891756771,-83.50754650570241,-86.2657988385284,-88.89387786825826,-91.47179401602229,-93.96129952203391,-96.41650533877846,-98.75652386816051,-101.02809994425168,-103.2158480260707,-105.34722761905677,,,,,,,,-72.2936480438986,-77.35184954804937,,,-83.5326143037167,,,,,,,,,
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-11.887538723535599,-21.489801632648742,-68.34646412301554,-25.757598074870298,-29.719625577439164,-33.383519949811145,-36.83003705039771,-40.07437626314303,-43.02641094020669,-45.835102892101695,-16.882831959012446,-48.46787955348417,-50.950891252835056,-53.28770452111642,-55.51232787622561,-57.601672142110814,-59.60481781366362,-61.50516739058166,-63.32738598557646,-65.06776063748394,-66.74043528810842,-10.088956637037585,-18.621088309185605,-76.31251218973111,-22.649631983029376,-26.54467473513719,-30.327138986742128,-33.94907205945731,-37.45153802514795,-40.87966209461984,-44.1997098196944,-14.427227174609886,-47.43938185976325,-50.594399954218105,-53.67623588226239,-56.68893299932265,-59.64049223362553,-62.534773499598444,-65.37793200687967,-68.1730837667004,-70.92522906432036,-73.63706800930966
co/3/co_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_water-O-0-0_5,15.951395395526733,7.148675222355729,-61.371862158554,2.863059177601314,-1.3686299469287808,-5.5519372005741054,-9.709853738609091,-13.839002753228394,-17.93498055740137,-21.983471867934163,11.512210968359687,-25.976954909301003,-29.907839798712963,-33.76952847109018,-37.555079713012056,-41.25765799726611,-44.87041550327219,-48.38664964357512,-51.8001474457883,-55.10023103477107,-58.29315342934612,12.58271740137269,5.24552723016021,-67.86382770980568,1.4122258120552844,-2.4887457536009303,-6.458344870478699,-10.480666963967467,-14.544888569389377,-18.643041057482694,-22.767543639819717,8.982584408540133,-26.911709480852597,-31.068704010745154,-35.2315982508034,-39.39324224233935,-43.518507833735875,-47.67427399208145,-51.77100138906228,-55.86572799646814,-59.907803169095715,-63.904211980184094
fe/3/fe_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_6,-21.581855160758288,-29.94419384154486,-106.66509418608742,-34.314402475650986,-38.504930103080724,-42.757874256914164,-47.019196912768116,-51.34556200522355,-55.702980244950325,-60.69437582939443,-25.905728385111374,-65.15694699957042,-69.5846290816913,-73.91923104326217,-78.2817784048425,-82.51222627733371,-86.78539662497305,-90.91262743378006,-94.89128832713267,-98.72602460315758,-103.0081045894806,-19.782743802269312,-28.367113990953,-109.73978883246879,-32.76721631090154,-37.29435846936031,-41.76102647206119,-46.37389108524721,-51.06168431407057,-55.881114257693135,-60.51030096127864,-24.038826022943375,-65.08944594050683,-69.59253850300887,-74.211349821408,-78.81419767856559,-83.38277384407635,-87.90255056470038,-92.37146719658253,-96.7884848163901,-101.15583160682894,-105.47377440193631
fe/2/other/fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ammonia-N-0-0_ammonia-N-0-0_5,-32.13488718389667,-38.85978545038659,-78.02610548162806,-42.096333648571196,-45.193703473394926,-48.1179481156399,-50.930169075482155,-53.57632459177476,-56.096778671460626,-58.43948107639297,-35.490229251978406,-60.663539549108755,-62.77679333324703,-64.78546953640563,-66.6983358791478,-68.52373213826574,-70.26960024848852,-71.94280211995024,-73.54981897202516,-75.09609092204605,-76.58674842263369,-26.759851334017366,-33.70298095879738,-86.27214058216178,-37.10694004264639,-40.47943074515814,-43.76120306724057,-47.01818790423371,-50.16657163477995,-53.2459538776272,-56.263597197889816,-30.287104614010502,-59.22194361518484,-62.12335553965365,-64.97195469246539,-67.77092112533403,-70.52456076647152,-73.23608382708476,-75.90908502452037,-78.54645522992314,-81.15107412483506,-83.72554199644073
fe/3/fe_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_cs-C-0-0_thiocyanate-S-0-d1_cs-C-0-0_6,,,-85.48735946336976,,,-21.039956782679706,-26.601954715098767,-31.775677810137196,-37.17129026281352,-41.699667339646446,,-45.95159432812815,-50.29903354329537,-54.31135107524685,-58.196062621159754,-61.92981978601009,-65.57805075056507,-70.05414699055056,-73.8487008950286,-77.57306475983712,-81.69151808327092,,-6.928056355684509,-87.79319403500983,-12.727992083472968,-18.11931352431629,-23.76889694743257,-28.573999237732263,-33.13096495300846,-37.76201268364321,-42.15214640287661,-1.3063358272884906,-46.339407601707734,-50.53792203413787,-54.512937563369356,-58.445271277836675,-63.005033394761234,-66.98084381682115,-71.04425187213425,-75.48138473197253,-79.6149163624983,-83.70009458303836
fe/2/other/fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-12.024225789237354,-22.58752135475391,-70.7670691138493,-27.177763756090343,-31.370160255347642,-35.2439390578593,-38.7795623844284,-42.13011662859302,-45.22181265622976,-48.037935097037895,-17.55794726349897,-50.738677749936855,-53.25290294196131,-55.6090193308072,-57.85914853636814,-59.956090342197655,-61.975344188479966,-63.885104519222594,-65.72341666548799,-67.47415723368817,-69.15277315987537,-12.342366774234943,-20.861242347371824,-78.96704321050053,-24.904228685819838,-28.848598644119807,-32.67649211102272,-36.350060155145265,-39.92739799345197,-43.37354149442629,-46.71258758265597,-16.57400336848473,-49.969176938781175,-53.13839983449425,-56.23657650308445,-59.261274081932044,-62.227137855555306,-65.13347644276291,-67.98529885706147,-70.7934106714641,-73.55503103405361,-76.28008036883
cr/2/cr_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,,-71.98765395146107,-92.95124388308551,-73.98217120369505,-75.77759461950208,-77.40139755531602,-78.84297138026852,-80.24206261803434,-81.55671883560214,-82.75012062722453,-69.74870730344277,-83.86977115544715,-84.9688227811395,-85.99207505675817,-86.98806130141136,-87.93040942788203,-88.8494149038717,-89.72382926488179,-90.57092960711832,-91.38978409356596,-92.1826342653973,-73.5135156177727,-77.1337863248657,-97.29887470848227,-78.74033670155674,-80.24188990963702,-81.6299444569081,-82.96085876733895,-84.26843266706419,-85.45075877829395,-86.60603497362543,-75.40139201217312,-87.71744820212731,-88.78954845918437,-89.83248675722437,-90.84612559447082,-91.82929814868373,-92.79028893806665,-93.72848629505958,-94.6473192507029,-95.54750538633783,-96.4310907757225
co/2/co_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_amine-N-0-d1_4,,,,,,,,,,,,,,,,,,,,,,,-8.556955336643728,,,,-11.354645706501632,,,,,,,-18.874013693182224,,,,,,,,
