Unnamed: 0,e_corr,e_ccsd,e_ccsdt,e_hf,ecorr_t
cr_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_ome2-O-0-0_ome2-O-0-0_5,-5.327523526,-2256.088107494,-2256.311492841,-2250.983969315,95.80695709910636
cr_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_fluoride-F-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_4,-2.225716371,-2650.092994789,-2650.193851986,-2647.968135615,95.468551235273
cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_5,-1.888249565,-3247.362020783,-3247.435113444,-3245.546863879,96.1290783615303
cr_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_cyanide-C-0-d1_carbonyl-C-0-0_cyanide-C-0-d1_4,-2.673143957,-1681.391497487,-1681.521673942,-1678.848529985,95.13021157505922
cr_2_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_cs-C-0-0_cs-C-0-0_5,-3.277273973,-3876.806123883,-3876.977716293,-3873.70044232,94.76417255884888
cr_2_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_carbonyl-C-0-0_carbonyl-C-0-0_5,-3.341220548,-3231.828322233,-3231.989325552,-3228.648105004,95.18130226104238
cr_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-5.138147592,-2211.606909912,-2211.834534169,-2206.696386577,95.56991594880807
cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_imidazole-N-2-0_imidazole-N-2-0_5,-2.977265538,-2865.61271903,-2865.73421158,-2862.756946042,95.91932434479072
cr_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-3.972522227,-1927.355739208,-1927.495541795,-1923.523019568,96.4807601062624
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_imidazole-N-2-0_imidazole-N-2-0_5,-3.576245449,-3237.641561622,-3237.821423994,-3234.245178545,94.9706368154916
cr_3_ammonia-N-0-0_ammonia-N-0-0_imidazole-N-2-0_imidazole-N-2-0_ammonia-N-0-0_imidazole-N-2-0_4,-3.885284182,-1889.733232451,-1889.900291648,-1886.015007466,95.70020649264912
cr_2_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_carbonyl-C-0-0_amine-N-0-d1_carbonyl-C-0-0_5,-2.176853941,-1493.325966509,-1493.417255701,-1491.24040176,95.80637036410216
cr_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_pyridine-N-3-0_chloride-Cl-0-d1_pyridine-N-3-0_4,-3.365880815,-3378.448653593,-3378.605900103,-3375.240019288,95.32822109151336
cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_5,-1.672189054,-3192.309449496,-3192.374105823,-3190.701916769,96.13343199171752
co_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_fluoride-F-0-d1_fluoride-F-0-d1_5,-5.160991548,-2572.41645324,-2572.646345645,-2567.4853540970003,95.54557679736304
co_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_ammonia-N-0-0_ammonia-N-0-0_5,-5.117399174,-2485.072772649,-2485.307563022,-2480.190163848,95.41191990273416
cr_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_furan-O-0-0_5,-3.986163718,-1935.306533451,-1935.476317506,-1931.490153788,95.74066528593865
cr_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_carbonyl-C-0-0_acetonitrile-N-1-0_carbonyl-C-0-0_4,-3.29070077,-1799.122005801,-1799.265897635,-1795.975196865,95.62731940527802
cr_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.012923193,-2867.551353082,-2867.620790042,-2865.607866849,96.55044165413074
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-2.496285668,-3012.263083861,-3012.391866531,-3009.895580863,94.8410283465988
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_carboxyl-O-1-d1_carboxyl-O-1-d1_5,-5.317288482,-2339.830085067,-2340.056012848,-2334.738724366,95.7510715891182
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_ome2-O-0-0_ome2-O-0-0_5,-3.009089189,-3095.509975381,-3095.647395476,-3092.638306287,95.43316643779367
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_misc-C-4-0_misc-C-4-0_5,-5.091188408,-2226.612144271,-2226.833075804,-2221.741887396,95.66051154868192
cr_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ammonia-N-0-0_acetonitrile-N-1-0_ammonia-N-0-0_4,-3.021349836,-1685.86225626,-1685.985726396,-1682.96437656,95.9134114650064
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_imidazole-N-2-0_imidazole-N-2-0_5,-5.860096466,-2413.296927083,-2413.55683279,-2407.696736324,95.56482203820116
co_3_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_cs-C-0-0_5,-2.185129263,-2557.473796503,-2557.556259891,-2555.371130628,96.22615515719858
cr_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_carbonyl-C-0-0_formaldehyde-O-1-0_carbonyl-C-0-0_4,-2.735480368,-1726.256353248,-1726.363654566,-1723.628174198,96.0774232103792
cr_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-3.934235142,-2979.405157982,-2979.565884151,-2975.631649009,95.91467812170718
cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_water-O-0-0_5,-1.582191945,-2832.950767679,-2832.999837374,-2831.417645429,96.89862565947432
cr_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_carbonyl-C-0-0_4,-1.868464521,-3455.721067485,-3455.798957268,-3453.930492747,95.83134803339584
cr_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_SH2-S-0-0_SH2-S-0-0_4,-1.70729972,-3680.700015222,-3680.76970566,-3679.06240594,95.91809000001652
cr_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_phosphine-P-0-0_SH2-S-0-0_phosphine-P-0-0_5,-1.590970591,-3324.241680857,-3324.295364243,-3322.7043936520004,96.62574617633248
cr_2_cs-C-0-0_cs-C-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_5,-2.176380798,-2579.298580229,-2579.391615108,-2577.21523431,95.72524812359788
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.557575864,-3014.648687731,-3014.773951337,-3012.2163754730004,95.10225257581864
cr_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_fluoride-F-0-d1_4,-1.737846848,-3442.131507218,-3442.194325689,-3440.456478841,96.385270021229
cr_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_5,-5.839165999,-2358.285411831,-2358.557439942,-2352.718273943,95.3413191019672
cr_3_ammonia-N-0-0_ammonia-N-0-0_ome2-O-0-0_ome2-O-0-0_ammonia-N-0-0_ome2-O-0-0_4,-3.008086143,-1676.467186125,-1676.56834273,-1673.560256587,96.63717725519136
co_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_pyridine-N-3-0_phosphine-P-0-0_pyridine-N-3-0_5,-3.330869483,-3247.146282426,-3247.295195894,-3243.964326411,95.52929141295316
cr_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_furan-O-0-0_furan-O-0-0_5,-5.887304338,-2405.764855148,-2406.028976421,-2400.141672083,95.51371463344792
co_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_misc-C-4-0_misc-C-4-0_thiocyanate-S-0-d1_misc-C-4-0_5,-3.773409838,-3250.576443847,-3250.748232523,-3246.974822685,95.44738887704028
cr_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_furan-O-0-0_5,-4.441456296,-2046.649540441,-2046.805638561,-2042.364182265,96.48542933675746
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_ome2-O-0-0_5,-3.090000877,-1988.817999182,-1988.92208731,-1985.832086433,96.63145312433863
fe_2_ammonia-N-0-0_ammonia-N-0-0_furan-O-0-0_furan-O-0-0_ammonia-N-0-0_furan-O-0-0_5,-3.8948219,-2120.630854865,-2120.78481759,-2116.88999569,96.04698933730369
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.371526227,-1774.839780909,-1774.914092626,-1772.542566399,96.86650241713744
cr_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_4,-3.133176559,-2481.676899523,-2481.815111784,-2478.681935225,95.58874967952336
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_cs-C-0-0_ammonia-N-0-0_cs-C-0-0_5,-2.080871797,-2359.697875573,-2359.776605859,-2357.695734062,96.21647589661627
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_SH2-S-0-0_SH2-S-0-0_5,-2.357183687,-2512.736877761,-2512.828634165,-2510.471450478,96.10737149989482
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_furan-O-0-0_furan-O-0-0_5,-3.615559732,-3464.333315214,-3464.50763947,-3460.892079738,95.17849879626182
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_furan-O-0-0_furan-O-0-0_5,-3.875648247,-2178.916163332,-2179.066663454,-2175.191015207,96.11677550674356
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_acetonitrile-N-1-0_5,-2.843265475,-1960.578872475,-1960.694474019,-1957.851208544,95.9341980192705
fe_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_furan-O-0-0_furan-O-0-0_5,-4.881396417,-2477.516341899,-2477.713886277,-2472.83248986,95.95311748679389
fe_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_pyridine-N-3-0_5,-4.751543026,-2454.817171487,-2455.008655388,-2450.257112362,95.97006909224508
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5,-2.474939025,-3876.515213907,-3876.64905339,-3874.174114365,94.59221089295072
fe_2_fluoride-F-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.370519327,-2305.620491809,-2305.801746317,-2301.43122699,95.85279243864268
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ome2-O-0-0_5,-2.273346464,-1699.565735367,-1699.630820634,-1697.35747417,97.13702825193108
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.278363921,-2175.269842066,-2175.452187911,-2171.17382399,95.73795384481718
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_chloride-Cl-0-d1_carbonyl-C-0-0_chloride-Cl-0-d1_5,-2.371917238,-2635.013199477,-2635.106426888,-2632.73450965,96.06953356102332
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_5,-2.775235141,-1829.439087668,-1829.538929225,-1826.763694084,96.40241089754738
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_carbonyl-C-0-0_5,-2.828053487,-1947.186202555,-1947.285551334,-1944.457497847,96.48702616634408
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5,-4.82024294,-2337.461728918,-2337.669006682,-2332.8487637420003,95.69984819063416
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-2.279418466,-1771.239928628,-1771.319744856,-1769.04032639,96.49839513057177
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_5,-3.469304466,-2360.72812763,-2360.874192698,-2357.4048882320003,95.78978814250068
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_SH2-S-0-0_formaldehyde-O-1-0_SH2-S-0-0_5,-2.278738883,-2802.130720479,-2802.207271933,-2799.92853305,96.64062194353367
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-3.153856846,-4041.327150627,-4041.492122031,-4038.338265185,94.76921711874309
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-2.79514038,-1945.986550969,-1946.087557543,-1943.292417163,96.38635058465586
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_cs-C-0-0_5,-1.832445217,-3692.651353783,-3692.72045988,-3690.888014663,96.22874963143754
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_pyridine-N-3-0_pyridine-N-3-0_5,-3.359374483,-3353.677380682,-3353.819835299,-3350.460460816,95.75948981810352
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_furan-O-0-0_5,-3.048025117,-3670.423760125,-3670.578251386,-3667.530226269,94.93143084228828
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_fluoride-F-0-d1_fluoride-F-0-d1_5,-2.474308284,-1915.037488378,-1915.126468275,-1912.652159991,96.40384758943289
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_5,-3.762192271,-2079.807509282,-2079.95365863,-2076.191466359,96.11531422445728
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-2.028998119,-3084.308055784,-3084.381997573,-3082.352999454,96.35574876547896
cr_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4,-4.61511962,-2098.32193996,-2098.526579201,-2093.911459581,95.5658951912418
cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4,-5.005070484,-2954.297825026,-2954.53818479,-2949.533114306,95.1976747426768
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_5,-1.697634444,-3655.873429125,-3655.928991932,-3654.231357488,96.72704526015404
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_furan-O-0-0_furan-O-0-0_5,-3.22123551,-1947.510729688,-1947.62999133,-1944.40875582,96.29764288796711
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-2.477747421,-1753.389911982,-1753.473549829,-1750.995802408,96.62444015515898
cr_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_4,-3.484323969,-1850.008960436,-1850.132064526,-1846.647740557,96.46691607625073
fe_2_cs-C-0-0_cs-C-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_ome2-O-0-0_5,-3.351825,-3033.74826892,-3033.882964554,-3030.531139554,95.98142403020252
fe_2_ammonia-N-0-0_ammonia-N-0-0_ome2-O-0-0_ome2-O-0-0_ammonia-N-0-0_ome2-O-0-0_5,-3.056365724,-1896.132939276,-1896.226183353,-1893.169817629,96.94918457343556
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_5,-3.268872658,-2663.887269205,-2664.030914293,-2660.762041635,95.6056688947924
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_amine-N-0-d1_5,-2.571998213,-1884.253111018,-1884.357084471,-1881.785086258,95.95748346656936
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_5,-2.667686047,-2232.967567321,-2233.058260499,-2230.390574452,96.60030541817916
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_furan-O-0-0_5,-3.216407833,-2057.632608763,-2057.765907203,-2054.54949937,95.85567356750327
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-2.831782113,-1888.995465664,-1889.094296244,-1886.262514131,96.5099511171326
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_cs-C-0-0_cs-C-0-0_5,-2.734095092,-2591.0955849,-2591.205584204,-2588.471489112,95.97675646609996
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_thiocyanate-S-0-d1_5,-3.017135704,-2324.776345924,-2324.889350828,-2321.872215124,96.25456343080268
cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4,-1.874987188,-2268.400153491,-2268.461230776,-2266.586243588,96.7425225414376
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_SH2-S-0-0_5,-3.340611666,-2323.958661387,-2324.091595956,-2320.7509842900004,96.0206518359132
fe_2_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_pyridine-N-3-0_pyridine-N-3-0_5,-3.543673807,-1981.733413014,-1981.884475692,-1978.340801885,95.7371167261047
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5,-2.576881596,-2908.855315915,-2908.976149781,-2906.399268185,95.31084912137874
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-2.867993768,-3270.204235105,-3270.34273436,-3267.474740592,95.17086624993448
fe_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_ome2-O-0-0_ome2-O-0-0_5,-4.32782758,-2327.835024093,-2327.99263179,-2323.66480421,96.35827227201702
cr_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_formaldehyde-O-1-0_formaldehyde-O-1-0_4,-3.443495006,-3234.18873335,-3234.358109028,-3230.914614022,95.0812857952456
fe_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_pyridine-N-3-0_pyridine-N-3-0_5,-3.955310999,-2129.237036281,-2129.420511924,-2125.465200925,95.36128402934564
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5,-2.511849771,-2639.760091644,-2639.84731288,-2637.335463109,96.52760937349906
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_formaldehyde-O-1-0_SH2-S-0-0_5,-2.473030617,-2517.549720763,-2517.633320872,-2515.160290255,96.61952794174644
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_thiocyanate-S-0-d1_5,-2.052803727,-3747.715956322,-3747.794214309,-3745.741410582,96.1877511244376
fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_carbonyl-C-0-0_5,-1.86398955,-3370.09131875,-3370.156150656,-3368.292161106,96.52187395578122
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_cs-C-0-0_5,-2.79837531,-2269.740432876,-2269.84433805,-2267.04596274,96.286946442516
cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4,-5.088939157,-2186.247117141,-2186.484455304,-2181.3955161470003,95.33619570448931
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-1.940541953,-1660.846676934,-1660.896918195,-1658.9563762419998,97.41096754326186
fe_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,-2.718824801,-3039.672611217,-3039.778610031,-3037.05978523,96.10130031325173
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_5,-1.819920637,-2286.153409238,-2286.205713491,-2284.385792854,97.12601462192886
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_5,-2.348783863,-3839.744415987,-3839.865534027,-3837.516750164,94.84337226987432
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_furan-O-0-0_carbonyl-C-0-0_furan-O-0-0_5,-3.753364362,-2174.102395351,-2174.260374099,-2170.507009737,95.79100953801702
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carboxyl-O-1-d1_ammonia-N-0-0_carboxyl-O-1-d1_5,-2.720219701,-1866.520123152,-1866.610934777,-1863.890715076,96.6616069662783
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_cyanide-C-0-d1_cyanide-C-0-d1_5,-2.657190771,-1900.836941194,-1900.949373083,-1898.292182312,95.76876864743546
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,-3.948853136,-2124.280169751,-2124.422018305,-2120.4731651690004,96.40785440442716
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_5,-2.997793571,-1966.583130418,-1966.689546214,-1963.691752643,96.45019600317694
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_carbonyl-C-0-0_formaldehyde-O-1-0_5,-2.761699931,-1944.779829764,-1944.882252844,-1942.120552913,96.29130309016034
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_5,-2.046077131,-1659.134883623,-1659.19381112,-1657.147733989,97.11997675418688
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_misc-C-4-0_5,-2.18066643,-1677.300164502,-1677.367759189,-1675.187092759,96.900273876361
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5,-1.844099548,-2408.365851066,-2408.419809919,-2406.575710371,97.07397287426647
cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_cs-C-0-0_4,-2.104739699,-2219.402411356,-2219.485943132,-2217.381203433,96.03125383914848
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5,-3.070882442,-2967.045280312,-2967.186725657,-2964.115843215,95.3939837271087
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_pyridine-N-3-0_pyridine-N-3-0_5,-3.478243124,-1983.94291772,-1984.081585631,-1980.603342507,96.01327721908808
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_5,-3.853239403,-2102.041504653,-2102.185215837,-2098.3319764340004,96.27038008880814
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_5,-3.110042931,-1945.186023422,-1945.301230949,-1942.191188018,96.29562904577196
cr_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_ome2-O-0-0_4,-2.422481088,-2722.956632774,-2723.044873388,-2720.6223923,96.35742815756196
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-2.519732334,-2469.700894789,-2469.79765266,-2467.277920326,96.1599940718036
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.674306006,-2345.240486088,-2345.452399216,-2340.77809321,95.46642586668882
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_6,-2.284353655,-1840.071397812,-1840.156134705,-1837.87178105,96.2905527865727
fe_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_water-O-0-0_carbonyl-C-0-0_water-O-0-0_6,-2.430899817,-1866.903684793,-1866.996819554,-1864.565919737,96.16871249284614
