Unnamed: 0,e_corr,e_ccsd,e_ccsdt,e_hf,ecorr_t
mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_imidazole-N-2-0_imidazole-N-2-0_6,-3.067925427,-3197.09165105,-3197.216172579,-3194.1482471520003,95.94118136300496
mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_misc-C-4-0_6,-5.53108652,-2411.390453633,-2411.636308138,-2406.105221618,95.5550414170708
fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_6,-5.1030246,-2405.38223636,-2405.614461981,-2400.511437381,95.44925531027282
mn_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,-5.11417309,-2290.778806995,-2291.008357197,-2285.894184107,95.51148938527996
mn_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_furan-O-0-0_6,-3.985513764,-2042.010067248,-2042.175384737,-2038.189870973,95.8520406956483
mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_cyanide-C-0-d1_6,-1.803357706,-3237.341989854,-3237.407757164,-3235.604399458,96.35306352250043
mn_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_6,-2.347576654,-3404.212437212,-3404.33429296,-3401.986716306,94.8092963102168
mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_SH2-S-0-0_6,-1.539364886,-3262.06507003,-3262.112732556,-3260.57336767,96.90375385109542
mn_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,-4.157238902,-3273.016882386,-3273.201787335,-3269.0445484330003,95.55221738853136
mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_ome2-O-0-0_ome2-O-0-0_6,-5.339071217,-2362.60714156,-2362.829088682,-2357.490017465,95.84296382311734
mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_6,-2.262671823,-3501.849958715,-3501.943508073,-3499.68083625,95.86553573305682
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_cs-C-0-0_6,-3.406120315,-2247.914411596,-2248.05965804,-2244.653537725,95.7357218604183
mn_2_furan-O-0-0_furan-O-0-0_water-O-0-0_water-O-0-0_furan-O-0-0_water-O-0-0_6,-3.895258649,-2067.562102232,-2067.71358711,-2063.818328461,96.11104443504126
mn_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_phosphine-P-0-0_6,-3.736451036,-2266.262144547,-2266.382377769,-2262.645926733,96.78215448719212
fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_phosphine-P-0-0_pyridine-N-3-0_phosphine-P-0-0_6,-4.959053084,-2938.510011233,-2938.742415912,-2933.783362828,95.3135270975475
mn_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cs-C-0-0_cs-C-0-0_6,-5.215001363,-3012.373680401,-3012.626728106,-3007.411726743,95.14769628258402
mn_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_acetonitrile-N-1-0_6,-6.118656934,-2521.334406964,-2521.619233081,-2515.500576147,95.34495690684584
mn_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_carboxyl-O-1-d1_ome2-O-0-0_carboxyl-O-1-d1_6,-4.229520157,-2147.000945111,-2147.146550859,-2142.917030702,96.5573932125853
fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carbonyl-C-0-0_6,-5.989108035,-2614.110397033,-2614.396824315,-2608.40771628,95.21753021775464
mn_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_fluoride-F-0-d1_fluoride-F-0-d1_6,-3.456543972,-1968.857876971,-1968.963639491,-1965.507095519,96.94022350483972
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_ome2-O-0-0_ome2-O-0-0_6,-3.793870625,-1989.267554526,-1989.410685641,-1985.616815016,96.22730638053233
mn_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_water-O-0-0_water-O-0-0_water-O-0-0_6,-2.27838682,-1718.157380284,-1718.234834489,-1715.956447669,96.60048046626498
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_SH2-S-0-0_6,-3.281141855,-2211.148968981,-2211.281494885,-2208.00035303,95.96098218679457
mn_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_ammonia-N-0-0_formaldehyde-O-1-0_6,-2.156007708,-1604.359655289,-1604.425397689,-1602.269389981,96.9507344637099
mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_misc-C-4-0_6,-2.218708479,-2785.465985802,-2785.546649902,-2783.327941423,96.36436689346124
mn_2_cs-C-0-0_cs-C-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_phosphine-P-0-0_6,-1.965895216,-3484.856155685,-3484.945339434,-3482.979444218,95.4634535821542
mn_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_imidazole-N-2-0_imidazole-N-2-0_6,-3.661172783,-1972.618456797,-1972.784784358,-1969.123611575,95.4569868493384
mn_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carbonyl-C-0-0_6,-1.957890273,-1545.308284725,-1545.36767596,-1543.409785687,96.96656979101068
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_acetonitrile-N-1-0_acetonitrile-N-1-0_6,-3.60675462,-1944.793118573,-1944.940822825,-1941.334068205,95.90478788933824
mn_2_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_cs-C-0-0_formaldehyde-O-1-0_6,-2.606949183,-2799.817114131,-2799.931167707,-2797.324218524,95.62501729055796
mn_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_6,-4.467722379,-2988.212785894,-2988.402482033,-2983.934759654,95.7540750541718
mn_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_ammonia-N-0-0_ammonia-N-0-0_6,-4.510474323,-2181.11414477,-2181.301142627,-2176.790668304,95.85414207888624
mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_amine-N-0-d1_6,-5.247905043,-2334.997511047,-2335.229570971,-2329.981665928,95.57804643760596
mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_acetonitrile-N-1-0_6,-1.970667877,-3276.870480667,-3276.940321192,-3274.969653315,96.45599718677768
mn_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_furan-O-0-0_6,-6.495331205,-2618.40760135,-2618.711596634,-2612.216265429,95.31978779209598
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_ome2-O-0-0_6,-3.700569737,-1966.99390417,-1967.139565554,-1963.438995817,96.0638119437762
fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,-5.436167009,-2469.624816562,-2469.855922785,-2464.419755776,95.7487284217486
mn_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_6,-2.028499098,-3653.568713727,-3653.661812468,-3651.63331337,95.41046179948374
mn_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_misc-C-4-0_misc-C-4-0_6,-2.499456006,-1720.097703888,-1720.179333182,-1717.679877176,96.73411759182925
mn_3_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carbonyl-C-0-0_ammonia-N-0-0_carbonyl-C-0-0_5,-2.129221547,-1601.324324496,-1601.402974828,-1599.273753281,96.30614615417429
mn_3_cyanide-C-0-d1_cyanide-C-0-d1_imidazole-N-2-0_imidazole-N-2-0_cyanide-C-0-d1_imidazole-N-2-0_5,-4.290755086,-2105.684064166,-2105.887616414,-2101.596861328,95.2560273443661
mn_3_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_pyridine-N-3-0_formaldehyde-O-1-0_pyridine-N-3-0_5,-4.746573573,-2235.659143277,-2235.874577283,-2231.12800371,95.46127321769708
mn_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-5.260436596,-3034.133397694,-3034.385967001,-3029.125530405,95.19870067073671
mn_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_pyridine-N-3-0_pyridine-N-3-0_5,-3.565506351,-1948.811224404,-1948.963015339,-1945.397508988,95.74279442925776
mn_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-5.322342573,-3364.865743277,-3365.129655164,-3359.807312591,95.0414336660938
mn_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_fluoride-F-0-d1_5,-2.69573694,-1821.083353807,-1821.180108054,-1818.484371114,96.41084240957696
mn_3_cs-C-0-0_cs-C-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_ome2-O-0-0_5,-3.339440452,-2920.546014325,-2920.69032935,-2917.350888898,95.6784668846738
mn_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.641670742,-2171.65831177,-2171.885030084,-2167.243359342,95.11558818792464
mn_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_cs-C-0-0_hydroxyl-O-0-d1_5,-2.3285168,-3044.206993471,-3044.328773976,-3042.000257176,94.77003966645871
mn_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.012072397,-2748.563249151,-2748.638227772,-2746.626155375,96.27356246664831
mn_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_acetonitrile-N-1-0_carbonyl-C-0-0_acetonitrile-N-1-0_5,-2.990438058,-1866.701154223,-1866.832680825,-1863.842242767,95.60176136576624
mn_3_cs-C-0-0_cs-C-0-0_misc-C-4-0_misc-C-4-0_cs-C-0-0_misc-C-4-0_5,-3.068445362,-2853.769684943,-2853.920801303,-2850.852355941,95.07514906826816
mn_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_chloride-Cl-0-d1_carbonyl-C-0-0_chloride-Cl-0-d1_5,-2.424391922,-2522.050154029,-2522.156495236,-2519.732103314,95.61369570509676
mn_3_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_amine-N-0-d1_5,-1.760004457,-3200.043455865,-3200.120077226,-3198.360072769,95.64652460422396
mn_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_SH2-S-0-0_6,-1.892638853,-1930.35664335,-1930.405758536,-1928.513119683,97.40493618621844
mn_2_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_imidazole-N-2-0_imidazole-N-2-0_6,-4.439533481,-3563.680052295,-3563.890118927,-3559.450585446,95.26827237819737
mn_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-2.634666164,-2436.172844154,-2436.28161106,-2433.646944896,95.87170065466228
mn_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5,-4.195155314,-3133.73818592,-3133.94915011,-3129.753994796,94.97124244015684
mn_3_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_fluoride-F-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_5,-1.943309482,-1618.982037391,-1619.038473586,-1617.095164104,97.09587198936148
mn_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_phosphine-P-0-0_phosphine-P-0-0_5,-3.09073443,-3797.374878612,-3797.529145537,-3794.438411107,95.00872920355228
mn_3_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_fluoride-F-0-d1_fluoride-F-0-d1_5,-1.795414328,-2945.221984771,-2945.283492498,-2943.4880781700003,96.5741764426584
mn_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_formaldehyde-O-1-0_pyridine-N-3-0_5,-4.107230878,-2102.170055903,-2102.348593281,-2098.241362403,95.65309612965
mn_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_imidazole-N-2-0_pyridine-N-3-0_5,-6.19713682,-2548.219945693,-2548.512849416,-2542.315712596,95.27356371971376
mn_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-3.338577329,-1905.457505972,-1905.603626211,-1902.265048882,95.62327828291744
mn_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_water-O-0-0_water-O-0-0_5,-1.844584595,-3142.019142653,-3142.08759713,-3140.243012535,96.28889468199507
mn_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_ammonia-N-0-0_ammonia-N-0-0_5,-2.403075226,-1714.572327494,-1714.670986251,-1712.267911025,95.89447904367088
mn_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_cs-C-0-0_cs-C-0-0_cs-C-0-0_5,-2.117061013,-3836.541196766,-3836.651379049,-3834.534318036,94.79550743586212
mn_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.745714306,-1771.245459131,-1771.365414188,-1768.6196998819998,95.63118942354056
mn_2_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_6,-2.686521881,-3818.426958546,-3818.546997342,-3815.860475461,95.53181394691468
mn_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_phosphine-P-0-0_cs-C-0-0_phosphine-P-0-0_5,-2.190449359,-3577.305496384,-3577.422465246,-3575.232015887,94.6600517597366
mn_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_carbonyl-C-0-0_phosphine-P-0-0_carbonyl-C-0-0_5,-1.96776238,-2746.128909879,-2746.209215005,-2744.241452625,95.9189622275356
mn_3_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_5,-4.59330835,-2219.882838723,-2220.081205857,-2215.487897507,95.68138868795964
mn_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_SH2-S-0-0_SH2-S-0-0_5,-2.982019806,-2477.153575867,-2477.278996077,-2474.296976271,95.79411881345
mn_3_water-O-0-0_water-O-0-0_water-O-0-0_fluoride-F-0-d1_water-O-0-0_fluoride-F-0-d1_5,-1.998006514,-1654.889067697,-1654.946505555,-1652.948499041,97.12524170479736
mn_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_carboxyl-O-1-d1_5,-4.185983471,-2112.293615298,-2112.433060224,-2108.2470767530003,96.66876548924978
mn_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_pyridine-N-3-0_pyridine-N-3-0_5,-5.033807245,-2263.895268121,-2264.100819517,-2259.0670122720003,95.91658190319842
mn_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_5,-2.020718498,-3174.501744821,-3174.588752719,-3172.568034221,95.69420985229522
