,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
co/2/co_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_pyridine-N-3-0_carboxyl-O-1-d1_pyridine-N-3-0_4_HS,-2634.7924896345803,-2634.783066744712,-2635.125992771551,-2634.7839287926868,-2634.787775022396,-2634.7943853282663,-2634.8033893584316,-2634.814528776147,-2634.827929848292,-2634.8432720581263,-2634.785728477521,-2634.860566901883,-2634.8796205041654,-2634.9005234054407,-2634.923111896829,-2634.947374351663,-2634.973268820491,-2635.0007571037045,-2635.0298044651736,-2635.060378921638,-2635.0924508608823,-2636.1114731807406,-2635.9770780984413,-2634.971458511487,-2635.912392923725,-2635.849069466938,-2635.7870083180565,-2635.7262058346705,-2635.6664479864394,-2635.6077586151273,-2635.5500299637843,-2636.043331279927,-2635.4932700335453,-2635.437404309828,-2635.3824266467095,-2635.3282940309864,-2635.274994145911,-2635.222496495315,-2635.1707872775755,-2635.119843857903,-2635.069652326955,-2635.0201949553993
co/2/co_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_pyridine-N-3-0_carboxyl-O-1-d1_pyridine-N-3-0_4_LS,-2634.775800016273,-2634.7573117634947,-2635.0631095828844,-2634.753988343774,-2634.754062369054,-2634.7572881968094,-2634.7633790284713,-2634.7719482131333,-2634.783226243475,-2634.7964796236815,-2634.7644166456457,-2634.8119513447036,-2634.829328531689,-2634.8485657052356,-2634.8696092484106,-2634.892395069335,-2634.9168697428113,-2634.942986868154,-2634.970705108467,-2634.9999871635505,-2635.030799052963,-2636.097679252637,-2635.9555923697467,-2634.9115331732787,-2635.8874782222997,-2635.8210717894935,-2635.7562734118324,-2635.692797233057,-2635.630729230953,-2635.5697940743025,-2635.509963510157,-2636.025600691574,-2635.451169848472,-2635.3933588241875,-2635.3364845681417,-2635.280508392604,-2635.2253974842497,-2635.1711235488074,-2635.117661883757,-2635.0649906381436,-2635.013090263863,-2634.9619431159067
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_acetonitrile-N-1-0_4_HS,-3694.9357644957217,-3694.9826068238863,-3695.681070387244,-3695.0103741544813,-3695.038921793294,-3695.0695419780595,-3695.1006285713793,-3695.134314731969,-3695.169444286161,-3695.205931542065,-3694.9582296114454,-3695.243702765471,-3695.2826967718156,-3695.3227531655284,-3695.364128828176,-3695.4064007112393,-3695.449914803382,-3695.4942350011765,-3695.5396182494915,-3695.585909003937,-3695.633070133246,-3696.5668212211576,-3696.4545743880503,-3695.593583089534,-3696.400286692478,-3696.3470499601394,-3696.2949298158587,-3696.243806222338,-3696.192894317529,-3696.1429137626096,-3696.0940499893923,-3696.5100392785894,-3696.0457394372097,-3695.9981790689058,-3695.951161377874,-3695.9049568530663,-3695.859251767252,-3695.81407287532,-3695.769377149459,-3695.725121752365,-3695.681272593548,-3695.637809377874
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_acetonitrile-N-1-0_4_LS,-3694.9614129065476,-3694.992468003581,-3695.6230995750607,-3695.012085223057,-3695.034235228021,-3695.0588020799014,-3695.085564618681,-3695.1143776133736,-3695.1451364560903,-3695.177797918108,-3694.9755464423106,-3695.211959102587,-3695.24698202766,-3695.2838633334322,-3695.3222662451476,-3695.361810529161,-3695.4026506321443,-3695.4445638110437,-3695.487656154572,-3695.5317788821926,-3695.576935337541,-3696.577974952058,-3696.4540239615994,-3695.5308452352224,-3696.3942071958927,-3696.3359225984705,-3696.279074840965,-3696.2235579626586,-3696.1686519480722,-3696.1149648413375,-3696.0623359259266,-3696.515191674825,-3696.0105702355368,-3695.9595331099727,-3695.909376826347,-3695.8598809269656,-3695.8111029571814,-3695.7629723093714,-3695.7154921580227,-3695.668420660137,-3695.622019785072,-3695.5761758725234
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_furan-O-0-0_4_HS,,-3792.1659012992477,-3792.8830787028983,-3792.1897679808135,-3792.2174839738473,-3792.248251682362,-3792.281030944744,-3792.315494864714,-3792.3515437122824,-3792.389083610795,-3792.145572110879,-3792.428031834528,-3792.468315813513,-3792.5097837227017,-3792.5526480999542,-3792.5965719944047,-3792.641696928972,-3792.6878469524195,-3792.7351552670643,-3792.783437251596,-3792.8327816643396,,-3793.7000822466416,-3792.7821294076984,-3793.641138414798,-3793.584151516694,-3793.528334015424,-3793.4734928559697,-3793.4195716013423,-3793.366431063251,-3793.3141836439295,-3793.762425071044,-3793.262710301929,-3793.2118671559065,-3793.1617576679027,-3793.1122362499445,-3793.063417861153,-3793.0151421267697,-3792.967472003831,-3792.9203325566764,-3792.8737528840365,-3792.827681258193
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_furan-O-0-0_4_LS,-3792.1549884060746,-3792.182959424843,-3792.82630323177,-3792.201523425433,-3792.2231803020936,-3792.2475065113877,-3792.2742130278807,-3792.3031072420013,-3792.3340400205216,-3792.366880539505,-3792.1674883023497,-3792.4014939757903,-3792.4377869998843,-3792.475553941357,-3792.5150960458564,-3792.5560039796437,-3792.598319095183,-3792.6418398855562,-3792.685603064673,-3792.731368298685,-3792.778282128626,-3793.8464450987954,-3793.710686316035,-3792.7199585316303,-3793.6463083426847,-3793.5835845674214,-3793.5223075388376,-3793.462375075247,-3793.403668432047,-3793.3459788412074,-3793.2896939758284,-3793.7775906019806,-3793.234126729245,-3793.179574723781,-3793.125102670068,-3793.072010628388,-3793.019728236023,-3792.9681594351323,-3792.917293757634,-3792.8671127877105,-3792.8176050467528,-3792.7683801808325
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_4_HS,-3638.409404425666,-3638.4410055155854,-3639.053408924295,-3638.460559571955,-3638.4825075307695,-3638.506626656523,-3638.5328237822314,-3638.560993309938,-3638.5909476839406,-3638.622569783503,-3638.4239314170463,-3638.655722997263,-3638.690301118532,-3638.7262091266857,-3638.7633646125905,-3638.8016200893862,-3638.841124056932,-3638.8815815988023,-3638.9231450586426,-3638.965649848357,-3639.009074083367,-3639.9762752959205,-3639.8576070038766,-3638.985758004665,-3639.8006461293653,-3639.7451574354473,-3639.6910442201897,-3639.638167695212,-3639.5864271724968,-3639.535726976392,-3639.485980066382,-3639.916126083456,-3639.437119943546,-3639.3890170972777,-3639.34176201523,-3639.295133016203,-3639.249249789402,-3639.203956460846,-3639.1592244951094,-3639.1150986273637,-3639.0714755105355,-3639.028381749093
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_4_LS,-3638.4207960714903,-3638.4429460982265,-3639.006719437604,-3638.4580391650798,-3638.4755769058647,-3638.4954143861123,-3638.5174460893973,-3638.541631316898,-3638.567963773252,-3638.596310001824,-3638.4305038935468,-3638.628018322874,-3638.660026124725,-3638.693623223502,-3638.7288803454717,-3638.7651010321083,-3638.8026746656706,-3638.841389409597,-3638.8811953116865,-3638.9220547346704,-3638.9638988319084,-3639.9834894421183,-3639.8573844870484,-3638.9228441792898,-3639.7963802510017,-3639.7369331527652,-3639.6788300480193,-3639.621839784854,-3639.5656975913284,-3639.5111482296256,-3639.4577100003985,-3639.9197152644424,-3639.405367755392,-3639.35351816819,-3639.3027596091633,-3639.2529088415504,-3639.2037986684522,-3639.15541609363,-3639.1077496849393,-3639.0607203442146,-3639.0144043581186,-3638.96854434081
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_4_HS,-3355.0901636946737,-3355.125008405217,-3355.718330627264,-3355.1460446899086,-3355.1691252560304,-3355.194054746321,-3355.220634783097,-3355.248717558615,-3355.278200103724,-3355.3089873217464,-3355.106270075566,-3355.3410030093455,-3355.3741836051704,-3355.4084177085583,-3355.4438052490905,-3355.4801756889083,-3355.51756501335,-3355.555888885575,-3355.5951764060237,-3355.6353378764497,-3355.676412244963,-3356.5469809195115,-3356.4407655024183,-3355.621781717312,-3356.3891432577025,-3356.3385459840347,-3356.2889825828643,-3356.240287376307,-3356.192316542097,-3356.145271987336,-3356.098903899823,-3356.4935364163357,-3356.052902273685,-3356.007361603159,-3355.9627850958113,-3355.9187572683927,-3355.8752184771056,-3355.8320924061372,-3355.7893452956146,-3355.7457583993446,-3355.7039830001304,-3355.6626663913094
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_4_LS,-3355.104756066682,-3355.1258616726163,-3355.650516859445,-3355.140412272612,-3355.1573773991818,-3355.1765677103094,-3355.1978344117233,-3355.2210297048737,-3355.2460540438383,-3355.27250251443,-3355.1139062960856,-3355.300533103789,-3355.330193905147,-3355.3610540028267,-3355.393336493405,-3355.4267795615974,-3355.461398568812,-3355.497126286,-3355.5339426346936,-3355.571814209674,-3355.610754519841,-3356.560019462304,-3356.4419657472768,-3355.5613722576268,-3356.3851814792793,-3356.329731647016,-3356.2755398001614,-3356.22252336531,-3356.1706901166626,-3356.119702398645,-3356.0689402762723,-3356.500257911765,-3356.019474920542,-3355.9708338078353,-3355.922884893666,-3355.875642502566,-3355.8290296878563,-3355.7830822549586,-3355.737750138175,-3355.6927435106154,-3355.6484306712855,-3355.6046499439904
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_cs-C-0-0_SH2-S-0-0_4_HS,-3924.6981102507443,-3924.757759417213,-3925.5650930211514,-3924.791076668809,-3924.8263758437633,-3924.8635592498604,-3924.9023615989613,-3924.942639284512,-3924.984278028657,-3925.0271763741093,-3924.726707296192,-3925.071249896587,-3925.1164277925623,-3925.162650168092,-3925.209805868741,-3925.258016559923,-3925.307053128976,-3925.357041436846,-3925.407819930823,-3925.4594601968306,-3925.5118841498784,-3926.4024663251525,-3926.2954584923555,-3925.4768431423076,-3926.243874920424,-3926.1933157489416,-3926.1438010552306,-3926.0951244776506,-3926.04722050872,-3925.9999934443504,-3925.9534824227435,-3926.3482505839315,-3925.907587261455,-3925.8622177463385,-3925.8175195830545,-3925.77329219376,-3925.7295858484363,-3925.686340451613,-3925.6435862810495,-3925.6012613741536,-3925.5593779586047,-3925.5179045931027
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_cs-C-0-0_SH2-S-0-0_4_LS,-3924.7204350781276,-3924.765222840604,-3925.498820070816,-3924.791512452464,-3924.8201907632247,-3924.851129680335,-3924.8842141797377,-3924.9190725601966,-3924.9557909867613,-3924.9941707329262,-3924.7414806356037,-3925.0340827922773,-3925.075426282732,-3925.1180222768135,-3925.162031850369,-3925.2072806701435,-3925.253560581705,-3925.300782702922,-3925.3485219407426,-3925.3976974306615,-3925.447807227911,-3926.4150204498087,-3926.296019823947,-3925.4053420784344,-3926.238638638862,-3926.1825493954775,-3926.1278172033076,-3926.0739601652617,-3926.0212331041707,-3925.969618073997,-3925.9188222707,-3926.3547852504416,-3925.868822957921,-3925.8196717118803,-3925.7712033040966,-3925.72344916355,-3925.676318589252,-3925.629832429065,-3925.583930803092,-3925.5386292498088,-3925.4936008900804,-3925.4492258352884
co/2/co_2_cs-C-0-0_cs-C-0-0_furan-O-0-0_furan-O-0-0_cs-C-0-0_furan-O-0-0_4_HS,-3379.698668066816,-3379.7304185515195,-3380.4078787925264,-3379.7523403670925,-3379.777089595703,-3379.8042547421046,-3379.8334873086237,-3379.8646220586093,-3379.8975336466488,-3379.932030220361,-3379.7123549323464,-3379.9682706064327,-3380.0060517555066,-3380.0452218798923,-3380.0859296975664,-3380.1279684101314,-3380.171406754282,-3380.2161327553736,-3380.262200763155,-3380.3095204345314,-3380.358087180655,-3381.3193089794163,-3381.193313938123,-3380.2483811470656,-3381.1330321215382,-3381.074027185793,-3381.0162468322897,-3380.959436269845,-3380.903659323984,-3380.848792097091,-3380.7947211090304,-3381.2551425292727,-3380.7415126476776,-3380.6890967989107,-3380.6373957355563,-3380.5864460078847,-3380.5361727705895,-3380.486616548718,-3380.437699739707,-3380.3894459361936,-3380.341809077946,-3380.294797740132
co/2/co_2_cs-C-0-0_cs-C-0-0_furan-O-0-0_furan-O-0-0_cs-C-0-0_furan-O-0-0_4_LS,,-3379.7109077310065,-3380.3281445371076,-3379.7255736048805,-3379.7449768324886,-3379.767511931585,-3379.791791602199,-3379.818832974111,-3379.848063648368,-3379.87905158019,-3379.700556799222,-3379.9119120753376,-3379.946681072104,-3379.9832021723905,-3380.021373289693,-3380.0610524489384,-3380.1016624304334,-3380.144201799594,-3380.1881639151648,-3380.233512704678,-3380.280259167844,-3381.3131676719618,-3381.170458158099,-3380.1618757339843,,-3381.0401652744927,-3380.9765251701247,,,-3380.796826405881,,-3381.238809689348,-3380.6828527951357,-3380.6271081909977,-3380.569657118662,-3380.5192377410203,-3380.4669909728027,,,-3380.3118475535816,,-3380.2127483215977
co/2/co_2_cs-C-0-0_cs-C-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_phosphine-P-0-0_4_HS,-3719.163848043918,-3719.226522952545,-3720.050941625007,-3719.2610732693533,-3719.297476695043,-3719.3356617436225,-3719.3754488438276,-3719.41672950668,-3719.459395651224,-3719.503445901742,-3719.1939306270788,-3719.5483341326353,-3719.5946800441443,-3719.6413552305767,-3719.6897315699566,-3719.738938033297,-3719.7891392858414,-3719.8401999506546,-3719.892065953741,-3719.9446923740707,-3719.9980476434507,-3720.7992183918464,-3720.699253503174,-3719.9404345612697,-3720.6510072639535,-3720.6037742568615,-3720.557497651109,-3720.512084615989,-3720.4674759054537,-3720.423565482652,-3720.3804279573365,-3720.748620175822,-3720.3378728586013,-3720.295962518068,-3720.2545847393085,-3720.213784136936,-3720.1734955431907,-3720.1337118725255,-3720.094421792071,-3720.055664071208,-3720.017118510568,-3719.978202970272
co/2/co_2_cs-C-0-0_cs-C-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_phosphine-P-0-0_4_LS,,-3719.231943976996,-3719.9885832784807,-3719.259819498053,-3719.289933471479,-3719.3222061064725,-3719.356407599124,-3719.3925331119617,-3719.430448570869,-3719.4700300067475,-3719.2064435349816,-3719.5111958139278,-3719.5539011611045,-3719.598050274782,-3719.6426341508336,-3719.688983590344,-3719.7364767466174,-3719.7850825041446,-3719.834669253169,-3719.8848721109734,-3719.9362780954493,-3720.80587733478,-3720.694992697802,-3719.87236463657,-3720.641394998012,-3720.589169368126,-3720.5381787647984,-3720.4883330105677,-3720.439652505388,-3720.391551299848,-3720.344501097245,-3720.7496190188754,-3720.2983784563203,-3720.2529337455862,-3720.2083120888087,-3720.1644259284544,-3720.1208651772345,-3720.078080663389,-3720.0358944808404,-3719.994237051299,-3719.953120722796,-3719.9124859043795
co/2/co_2_cs-C-0-0_cs-C-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_4_HS,-2919.3476280628547,-2919.377711549167,-2919.865445479833,-2919.395493745975,-2919.414845479584,-2919.4356466159893,-2919.4577295216263,-2919.4809926137827,-2919.50534962091,-2919.530730966708,-2919.361686940062,-2919.557078016627,-2919.584341171143,-2919.612431644211,-2919.641437279168,-2919.6712074009574,-2919.701774698603,-2919.733080322746,-2919.7651256037793,-2919.797876234422,-2919.8313232555342,-2920.582526097828,-2920.4927580235576,-2919.7955544763404,-2920.4492247720164,-2920.406475463639,-2920.364495617198,-2920.3231651549536,-2920.2823974481585,-2920.2422583837633,-2920.202651041473,-2920.5371568666715,-2920.163504182864,-2920.124872966958,-2920.086665455103,-2920.0489253880105,-2920.0115804283923,-2919.974651177996,-2919.938099164819,-2919.901930081564,-2919.8661194360798,-2919.8306662209125
co/2/co_2_cs-C-0-0_cs-C-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_4_LS,,-2919.357811487756,-2919.7861885436496,-2919.3695217578224,-2919.3845007714185,-2919.399351662343,-2919.416967110286,-2919.4362209804704,-2919.4570316154077,-2919.478504997126,-2919.348503420467,-2919.501672360664,-2919.5260786489694,-2919.551413807563,-2919.577661612704,-2919.6048991714124,-2919.6330489692914,-2919.662047308893,-2919.6917946017356,-2919.7224713184196,-2919.7539534904618,-2920.5694820745093,-2920.46877450151,-2919.7108799110615,-2920.420382817709,-2920.3727745549527,-2920.3266274061234,-2920.2810182408184,-2920.2363800880385,-2920.1925969885924,-2920.1495178063606,-2920.5185927560283,-2920.1069336946866,-2920.0650519573464,-2920.0237939746203,-2919.983098740746,-2919.9427605860897,-2919.9030001328083,-2919.863718441909,-2919.8248764326363,-2919.7864672272526,-2919.7484694550985
co/2/co_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_ammonia-N-0-0_ammonia-N-0-0_4_HS,-1866.7302616449738,-1866.7293597218384,-1866.9266052670266,-1866.731645020163,-1866.7353312700159,-1866.7403467124477,-1866.7465399175892,-1866.7537952837472,-1866.762128049057,-1866.7714290998854,-1866.7286201014176,-1866.781621801698,-1866.7927136526666,-1866.804632941044,-1866.817352025672,-1866.8308397483938,-1866.8450712473505,-1866.8600204458553,-1866.8756676843072,-1866.8919919300715,-1866.9089767590683,-1867.4802497580467,-1867.4086148278097,-1866.8742569859992,-1867.374435434382,-1867.3409353437219,-1867.3081274768292,-1867.2758905852495,-1867.244303812301,-1867.2132152685463,-1867.1826286536702,-1867.443626380667,-1867.1525313684601,-1867.1229099085463,-1867.0937173199923,-1867.0649511692664,-1867.0365893864728,-1867.008622460789,-1866.9810335156935,-1866.9538134456766,-1866.926949863762,-1866.900434309509
co/2/co_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_ammonia-N-0-0_ammonia-N-0-0_4_LS,-1866.7389039658945,-1866.7258953860287,-1866.8566239643142,-1866.7221770143472,-1866.720152853422,-1866.7200211294164,-1866.721011417318,-1866.7234122501177,-1866.7273413863886,-1866.73266960816,-1866.7314005305752,-1866.7393125711865,-1866.7467512190594,-1866.7555271868125,-1866.7647107453724,-1866.7753103228722,-1866.7868437971008,-1866.7992814209683,-1866.8123361383439,-1866.8263286662066,-1866.8411067458958,-1867.4801378626814,-1867.398384590107,-1866.7987783437165,-1867.3591404695474,-1867.320840548859,-1867.2834602239834,-1867.2468741638775,-1867.2111643681303,-1867.1759211138315,-1867.141486283912,-1867.438667520888,-1867.107707383929,-1867.0745205512658,-1867.0419685493532,-1867.0099736763525,-1866.978587407059,-1866.9472665874623,-1866.916688776758,-1866.886568941959,-1866.856885086991,-1866.8276261689782
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_4_HS,-2105.0969929010653,-2105.1032570906473,-2105.4163006121153,-2105.109538356839,-2105.117591690962,-2105.127258651971,-2105.1384113376853,-2105.150949944173,-2105.1647944319498,-2105.1798791392093,-2105.0989692119683,-2105.1960723742545,-2105.2135226739306,-2105.2320386386523,-2105.2516184432416,-2105.272229988881,-2105.293850262997,-2105.316453797026,-2105.3400198580403,-2105.364528194647,-2105.3899607903368,-2106.0411807655314,-2105.954189329896,-2105.2934366748013,-2105.9121132888495,-2105.870858465799,-2105.830394898671,-2105.7905911855264,-2105.7515351586035,-2105.713091922466,-2105.6752522789525,-2105.997176082571,-2105.6379863349302,-2105.601284935736,-2105.5651162046743,-2105.5294749523578,-2105.494334646673,-2105.4596896224602,-2105.4255214755854,-2105.3918234877146,-2105.3585819864265,-2105.3257899067644
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_4_LS,-2105.0811862743653,-2105.0703853856708,-2105.3297943350703,-2105.071203915414,-2105.0742833835593,-2105.079410767619,-2105.086501466112,-2105.0953626968553,-2105.105905639604,-2105.117817939069,-2105.0721712496647,-2105.1311245349675,-2105.145805457811,-2105.1619134948514,-2105.1792359508686,-2105.1975753012925,-2105.2170122914636,-2105.2375137419117,-2105.2592336836415,-2105.281723599929,-2105.3052087922542,-2106.014190272545,-2105.917419135831,-2105.201187294371,-2105.870845861905,-2105.8252334412628,-2105.7808701690633,-2105.7373931339534,-2105.694787884508,-2105.6530566299666,-2105.612066907157,-2105.9650019097107,-2105.571777605303,-2105.532165304779,-2105.49322042874,-2105.454978127381,-2105.4169464354236,-2105.379696829793,-2105.3429892161957,-2105.306798973584,-2105.271111519893,-2105.2359114006454
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_amine-N-0-d1_4_HS,-2010.441904504356,-2010.4373061506803,-2010.6646282439215,-2010.4383320807601,-2010.4412403639128,-2010.445962583967,-2010.4522936714843,-2010.4601296839237,-2010.4693585830119,-2010.4798868041953,-2010.438424460514,-2010.491562773885,-2010.5044824488639,-2010.518488118553,-2010.5334735495721,-2010.5494943982899,-2010.5664727067467,-2010.5843472024815,-2010.6031356369672,-2010.622791144964,-2010.6432952169803,-2011.294387267625,-2011.207645705078,-2010.5675362440663,-2011.1660420449052,-2011.1254703717186,-2011.0858240359726,-2011.0471337697425,-2011.0091207628082,-2010.971900536357,-2010.9352845460135,-2011.2503813802261,-2010.899311476639,-2010.8639114875853,-2010.829059923073,-2010.7947323232283,-2010.7609055949597,-2010.7275616968222,-2010.69468200934,-2010.6622528773362,-2010.6302596866685,-2010.598691267068
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_amine-N-0-d1_4_LS,-2010.422091776724,-2010.4126338460933,-2010.5851529716376,,,-2010.4019228737343,-2010.4169533506374,-2010.4106388821654,-2010.4180815764826,,-2010.4160786755224,-2010.4444476981205,,-2010.4557486833226,-2010.4682229206899,-2010.4822069995657,-2010.517032701932,-2010.5124330509464,-2010.5294930147106,-2010.5471488330268,-2010.5654985955503,,,-2010.4823600913378,,-2011.0898232712495,-2011.0431954918645,-2011.0121562135034,-2010.9599101649715,-2010.9196856035196,,-2011.2187739638773,,-2010.8024443843976,,-2010.7268103674419,-2010.718609518638,-2010.6776060288146,-2010.6195377966637,-2010.5844867813735,-2010.5499322960918,-2010.5156397767703
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_acetonitrile-N-1-0_furan-O-0-0_acetonitrile-N-1-0_4_HS,-2566.716747293578,-2566.738521379332,-2567.2816879390443,-2566.7534447375265,-2566.7705862899256,-2566.7898272661932,-2566.8110218596403,-2566.83408492795,-2566.8588799495783,-2566.8855234786347,-2566.7260589651373,-2566.9137426031,-2566.9437473394264,-2566.9752742990713,-2567.0084078157483,-2567.0430384089095,-2567.079207894739,-2567.1168281884748,-2567.155929787956,-2567.196448023511,-2567.2383748528378,-2568.062355197349,-2567.9461418821616,-2567.0642444559758,-2567.8897388071814,-2567.8344541161573,-2567.780140614301,-2567.7267632446415,-2567.6743708086196,-2567.6227956332773,-2567.5720818183318,-2568.0036342502276,-2567.522156628062,-2567.473086688847,-2567.4247597742187,-2567.377211839824,-2567.3303912215697,-2567.2843063936834,-2567.238924587971,-2567.1942441471283,-2567.1502432214684,-2567.1069153417952
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_acetonitrile-N-1-0_furan-O-0-0_acetonitrile-N-1-0_4_LS,,,-2567.193203187372,-2566.7088627941876,,-2566.733673487047,-2566.754464173229,-2566.7749955148265,-2566.792426882379,,,,-2566.893216750006,,-2566.9337585951625,,,,,-2567.1119603663888,-2567.1519849262886,,,-2566.97046760838,,-2567.806876821868,,-2567.6708106337574,-2567.611470044769,-2567.5559845182856,-2567.5338326471915,-2567.9657255053735,-2567.4534694808112,-2567.402194692937,-2567.351156149604,-2567.300769904793,,,,,-2567.061249975937,-2567.0157099098874
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4_HS,-3222.075515217697,-3222.121810141862,-3222.8516437284834,-3222.1483188980264,-3222.1768913952,-3222.2074231712895,-3222.239740444028,-3222.273883928294,-3222.309643741595,-3222.347052306647,-3222.097501355592,-3222.3859547299558,-3222.4264069294804,-3222.46827318462,-3222.5115675418947,-3222.5562280427575,-3222.6022509248255,-3222.6495773635315,-3222.698213161519,-3222.748107141793,-3222.7992638276414,-3223.6561745945187,-3223.5416498333816,-3222.6606672252356,-3223.4859945478665,-3223.431312438544,-3223.377566830185,-3223.3247027606067,-3223.272647562916,-3223.2214685753343,-3223.1710023465157,-3223.5983512558655,-3223.1213137830273,-3223.072316716847,-3223.024029384662,-3222.976407957897,-3222.9294499913426,-3222.8831295157,-3222.8374378814324,-3222.7923570526323,-3222.7478769399886,-3222.703983692313
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4_LS,,,-3222.788822661487,-3222.108918026157,,,,-3222.2267160665006,-3222.2609853773356,-3222.2969376195006,,-3222.334512013265,-3222.3736458056865,-3222.414281994196,-3222.4563733246223,-3222.4998787142754,-3222.5447620068126,-3222.5909910316423,-3222.638536850154,-3222.6873731679993,-3222.737475871618,,,,,,,,,,,-3223.5740631453928,,,,,,,,,,
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_acetonitrile-N-1-0_4_HS,,-2663.909649171141,-2664.485280665956,-2663.925450336299,-2663.943610591818,-2663.9639582404234,-2663.9863777984942,-2664.0107056853826,-2664.037062690938,-2664.0652435668385,-2663.896521310337,-2664.0951567206835,-2664.1268858939234,-2664.1602808097614,-2664.1953878299173,-2664.232095573253,-2664.2704400070534,-2664.3103377949697,-2664.351813398837,-2664.394804564648,-2664.43930139031,-2665.3124214652353,-2665.189110623609,-2664.253159843037,-2665.1292700998447,-2665.0705961604,-2665.0129365338207,-2664.956282837497,-2664.900647245956,-2664.845895931663,-2664.7920578827243,-2665.2501119395724,-2664.739064087299,-2664.686972223358,-2664.6356770161897,-2664.5852089837376,-2664.535519361415,-2664.4866132125626,-2664.4384592522647,-2664.391053710045,-2664.344375221955,-2664.2984159596476
